"TFName","timepoint","n_positive_expression","n_negative_expression","n_total_positive_contrib","positive_expression_fraction","negative_expression_fraction","mean_contribution","median_contribution","global_positive_fraction","binomial_p_value","binomial_p_adj","difference_from_timepoint_global","expression_bias"
"ATF7","day_1",16,20,36,0.444444444444444,0.555555555555556,0.0190957367222222,0.013592434,0.480224236937082,0.739957420506815,1,-0.0357797924926382,"negative_expression_enriched"
"GCM2","day_1",41,41,82,0.5,0.5,0.0135865950730702,0.0123684405,0.480224236937082,0.74123696212886,1,0.0197757630629178,"positive_expression_enriched"
"FOXF2","day_1",19,18,37,0.513513513513513,0.486486486486487,0.0130328575420919,0.011154599,0.480224236937082,0.743449073503873,1,0.0332892765764308,"positive_expression_enriched"
"GSC","day_1",19,18,37,0.513513513513513,0.486486486486487,0.00666080080320094,0.003613472,0.480224236937082,0.743449073503873,1,0.0332892765764308,"positive_expression_enriched"
"IRF9","day_1",5,4,9,0.555555555555556,0.444444444444444,0.0285341352222222,0.026511129,0.480224236937082,0.745769899613896,1,0.0753313186184738,"positive_expression_enriched"
"MYBL1","day_1",5,4,9,0.555555555555556,0.444444444444444,0.00731160022222222,0.005989512,0.480224236937082,0.745769899613896,1,0.0753313186184738,"positive_expression_enriched"
"OVOL1","day_1",5,4,9,0.555555555555556,0.444444444444444,0.012381686,0.01250248,0.480224236937082,0.745769899613896,1,0.0753313186184738,"positive_expression_enriched"
"ETV2","day_1",117,121,238,0.491596638655462,0.508403361344538,0.0262889707226891,0.021437115,0.480224236937082,0.745900615494052,1,0.0113724017183798,"positive_expression_enriched"
"NHLH1","day_1",73,84,157,0.464968152866242,0.535031847133758,0.0153670780254777,0.013953951,0.480224236937082,0.749522071038648,1,-0.0152560840708402,"negative_expression_enriched"
"Hmga1","day_1",20,19,39,0.512820512820513,0.487179487179487,0.0103371123846154,0.007571936,0.480224236937082,0.749602098756888,1,0.0325962758834308,"positive_expression_enriched"
"NFIL3","day_1",20,19,39,0.512820512820513,0.487179487179487,0.0170149646923077,0.014473809,0.480224236937082,0.749602098756888,1,0.0325962758834308,"positive_expression_enriched"
"SREBF1","day_1",45,45,90,0.5,0.5,0.0154168198,0.0142449375,0.480224236937082,0.752058045220628,1,0.0197757630629178,"positive_expression_enriched"
"ETS1","day_1",177,198,375,0.472,0.528,0.0248198384886344,0.01904424,0.480224236937082,0.75678423472781,1,-0.00822423693708224,"negative_expression_enriched"
"ASCL1","day_1",251,264,515,0.487378640776699,0.512621359223301,0.0142194615378641,0.012333393,0.480224236937082,0.757665286664877,1,0.0071544038396168,"positive_expression_enriched"
"Zfp809","day_1",19,23,42,0.452380952380952,0.547619047619048,0.0135601015918137,0.013017125,0.480224236937082,0.759217708932901,1,-0.0278432845561302,"negative_expression_enriched"
"Ikzf3","day_1",128,144,272,0.470588235294118,0.529411764705882,0.0272064617131348,0.0212010275,0.480224236937082,0.761913148767681,1,-0.00963600164296424,"negative_expression_enriched"
"ELF2","day_1",192,201,393,0.488549618320611,0.511450381679389,0.0237384154275788,0.018271852,0.480224236937082,0.76206396853475,1,0.00832538138352878,"positive_expression_enriched"
"FOXD1","day_1",20,24,44,0.454545454545455,0.545454545454545,0.0153811389318182,0.014792647,0.480224236937082,0.764810956587011,1,-0.0256787823916272,"negative_expression_enriched"
"VENTX","day_1",23,22,45,0.511111111111111,0.488888888888889,0.0137775632660449,0.012555255,0.480224236937082,0.76589315607706,1,0.0308868741740287,"positive_expression_enriched"
"Zic3","day_1",50,51,101,0.495049504950495,0.504950495049505,0.014673828049505,0.012169974,0.480224236937082,0.766354327564081,1,0.0148252680134128,"positive_expression_enriched"
"HOXB7","day_1",47,55,102,0.46078431372549,0.53921568627451,0.017343758872549,0.0120692935,0.480224236937082,0.76643148942627,1,-0.0194399232115922,"negative_expression_enriched"
"FOXO6","day_1",48,56,104,0.461538461538462,0.538461538461538,0.0143294343942308,0.0132528035,0.480224236937082,0.768639617329505,1,-0.0186857753986202,"negative_expression_enriched"
"TBX5","day_1",49,57,106,0.462264150943396,0.537735849056604,0.0140707631698113,0.0133914055,0.480224236937082,0.77079939603654,1,-0.0179600859936862,"negative_expression_enriched"
"MYOG","day_1",90,102,192,0.46875,0.53125,0.0154254236145833,0.0138458015,0.480224236937082,0.77297476637949,1,-0.0114742369370822,"negative_expression_enriched"
"ELK1::SREBF2","day_1",5,7,12,0.416666666666667,0.583333333333333,0.0144411120833333,0.012090556,0.480224236937082,0.776523135175865,1,-0.0635575702704152,"negative_expression_enriched"
"GRHL1","day_1",5,7,12,0.416666666666667,0.583333333333333,0.0188564618333333,0.018548298,0.480224236937082,0.776523135175865,1,-0.0635575702704152,"negative_expression_enriched"
"PPARD","day_1",5,7,12,0.416666666666667,0.583333333333333,0.00974655216666667,0.010167667,0.480224236937082,0.776523135175865,1,-0.0635575702704152,"negative_expression_enriched"
"TCF3","day_1",56,57,113,0.495575221238938,0.504424778761062,0.0132117755000399,0.013033186,0.480224236937082,0.777986939325004,1,0.0153509843018558,"positive_expression_enriched"
"ELK1","day_1",100,104,204,0.490196078431373,0.509803921568627,0.0252775565539216,0.0190809035,0.480224236937082,0.7797662495568,1,0.00997184149429076,"positive_expression_enriched"
"HOXA6","day_1",97,110,207,0.468599033816425,0.531400966183575,0.014924550533719,0.012500218,0.480224236937082,0.780936123114333,1,-0.0116252031206572,"negative_expression_enriched"
"NR2C2","day_1",499,550,1049,0.475691134413727,0.524308865586273,0.0150816417179958,0.012274061,0.480224236937082,0.780982641213289,1,-0.0045331025233552,"negative_expression_enriched"
"ZBTB32","day_1",7,6,13,0.538461538461538,0.461538461538462,0.0194174765384615,0.016991425,0.480224236937082,0.784278263824093,1,0.0582373015244558,"positive_expression_enriched"
"ZNF331","day_1",7,6,13,0.538461538461538,0.461538461538462,0.0154497953076923,0.010421562,0.480224236937082,0.784278263824093,1,0.0582373015244558,"positive_expression_enriched"
"ETV2::HOXB13","day_1",27,27,54,0.5,0.5,0.018446452962963,0.016142607,0.480224236937082,0.786938246303281,1,0.0197757630629178,"positive_expression_enriched"
"NFYA","day_1",27,27,54,0.5,0.5,0.013684373537037,0.013155431,0.480224236937082,0.786938246303281,1,0.0197757630629178,"positive_expression_enriched"
"FOXA3","day_1",28,28,56,0.5,0.5,0.0153931520535714,0.0140269145,0.480224236937082,0.790407177856247,1,0.0197757630629178,"positive_expression_enriched"
"FOXP4","day_1",28,28,56,0.5,0.5,0.0157333631964286,0.014077323,0.480224236937082,0.790407177856247,1,0.0197757630629178,"positive_expression_enriched"
"Nr5A2","day_1",6,8,14,0.428571428571429,0.571428571428571,0.00718621885714286,0.0038969315,0.480224236937082,0.792810387708365,1,-0.0516528083656532,"negative_expression_enriched"
"TBX15","day_1",29,29,58,0.5,0.5,0.0135385581551724,0.0133914055,0.480224236937082,0.79373407251472,1,0.0197757630629178,"positive_expression_enriched"
"BATF3","day_1",66,68,134,0.492537313432836,0.507462686567164,0.0231009472910448,0.0180239,0.480224236937082,0.795796449352515,1,0.0123130764957538,"positive_expression_enriched"
"Jun","day_1",64,73,137,0.467153284671533,0.532846715328467,0.0215907921970803,0.016397476,0.480224236937082,0.797822265746077,1,-0.0130709522655492,"negative_expression_enriched"
"Arid3a","day_1",29,34,63,0.46031746031746,0.53968253968254,0.0101603985332566,0.008116802,0.480224236937082,0.801583686883532,1,-0.0199067766196222,"negative_expression_enriched"
"LIN54","day_1",29,34,63,0.46031746031746,0.53968253968254,0.00909804049411986,0.006841932,0.480224236937082,0.801583686883532,1,-0.0199067766196222,"negative_expression_enriched"
"ELF1","day_1",124,130,254,0.488188976377953,0.511811023622047,0.0267234169565853,0.021369404,0.480224236937082,0.802054955215929,1,0.00796473944087078,"positive_expression_enriched"
"HES6","day_1",7,9,16,0.4375,0.5625,0.0101626188125,0.007378149,0.480224236937082,0.806063593027735,1,-0.0427242369370822,"negative_expression_enriched"
"HNF4A","day_1",7,9,16,0.4375,0.5625,0.00680749564116414,0.005273554,0.480224236937082,0.806063593027735,1,-0.0427242369370822,"negative_expression_enriched"
"HNF4G","day_1",7,9,16,0.4375,0.5625,0.00680749564116414,0.005273554,0.480224236937082,0.806063593027735,1,-0.0427242369370822,"negative_expression_enriched"
"ZBTB7A","day_1",130,136,266,0.488721804511278,0.511278195488722,0.0255776611389949,0.019564311,0.480224236937082,0.806234825016529,1,0.00849756757419579,"positive_expression_enriched"
"BATF","day_1",74,77,151,0.490066225165563,0.509933774834437,0.0218296886357616,0.015833173,0.480224236937082,0.807685303548642,1,0.00984198822848076,"positive_expression_enriched"
"ONECUT1","day_1",9,8,17,0.529411764705882,0.470588235294118,0.0136177672941176,0.009103457,0.480224236937082,0.809593494818364,1,0.0491875277687998,"positive_expression_enriched"
"POU3F1","day_1",9,8,17,0.529411764705882,0.470588235294118,0.0118832952352941,0.010782915,0.480224236937082,0.809593494818364,1,0.0491875277687998,"positive_expression_enriched"
"Nfatc1","day_1",136,143,279,0.487455197132616,0.512544802867383,0.0182268574644055,0.015306632,0.480224236937082,0.810930316489988,1,0.00723096019553376,"positive_expression_enriched"
"GSX1","day_1",137,144,281,0.487544483985765,0.512455516014235,0.0135705141724823,0.01003329,0.480224236937082,0.811543180717765,1,0.00732024704868278,"positive_expression_enriched"
"ZIM3","day_1",37,37,74,0.5,0.5,0.0249812123243243,0.017933114,0.480224236937082,0.81620849048214,1,0.0197757630629178,"positive_expression_enriched"
"Arid5a","day_1",8,10,18,0.444444444444444,0.555555555555556,0.010292656,0.007277429,0.480224236937082,0.817124362682585,1,-0.0357797924926382,"negative_expression_enriched"
"Zic1::Zic2","day_1",80,90,170,0.470588235294118,0.529411764705882,0.0157784585411765,0.012169974,0.480224236937082,0.818270541379526,1,-0.00963600164296424,"negative_expression_enriched"
"HES5","day_1",38,39,77,0.493506493506494,0.506493506493506,0.0151567880519481,0.011927032,0.480224236937082,0.82070805653954,1,0.0132822565694118,"positive_expression_enriched"
"Sox11","day_1",38,39,77,0.493506493506494,0.506493506493506,0.0119559865324675,0.010908842,0.480224236937082,0.82070805653954,1,0.0132822565694118,"positive_expression_enriched"
"ETV7","day_1",234,259,493,0.474645030425964,0.525354969574036,0.0231843525820946,0.01814376,0.480224236937082,0.821774780054275,1,-0.00557920651111821,"negative_expression_enriched"
"E2F6","day_1",86,97,183,0.469945355191257,0.530054644808743,0.0183080921852427,0.014956474,0.480224236937082,0.82447160562215,1,-0.0102788817458252,"negative_expression_enriched"
"ETV3","day_1",92,96,188,0.48936170212766,0.51063829787234,0.0260982184468085,0.020317501,0.480224236937082,0.826871257552019,1,0.00913746519057779,"positive_expression_enriched"
"EHF","day_1",166,175,341,0.486803519061584,0.513196480938416,0.0257593555336442,0.020268122,0.480224236937082,0.828473283620554,1,0.00657928212450176,"positive_expression_enriched"
"SNAI2","day_1",40,46,86,0.465116279069767,0.534883720930233,0.0143114463255814,0.0152666125,0.480224236937082,0.8294624654008,1,-0.0151079578673152,"negative_expression_enriched"
"Nfat5","day_1",44,45,89,0.49438202247191,0.50561797752809,0.0155228598089888,0.011900425,0.480224236937082,0.832306677963676,1,0.0141577855348278,"positive_expression_enriched"
"HOXC4","day_1",100,105,205,0.48780487804878,0.51219512195122,0.0147938967593169,0.011561712,0.480224236937082,0.834260375761933,1,0.00758064111169776,"positive_expression_enriched"
"ZNF454","day_1",12,11,23,0.521739130434783,0.478260869565217,0.00899869765217391,0.008666431,0.480224236937082,0.835305586221468,1,0.0415148934977008,"positive_expression_enriched"
"SNAI3","day_1",47,48,95,0.494736842105263,0.505263157894737,0.0144057111894737,0.014162699,0.480224236937082,0.837464444676304,1,0.0145126051681808,"positive_expression_enriched"
"Atoh1","day_1",105,110,215,0.488372093023256,0.511627906976744,0.0129774848293439,0.011678491,0.480224236937082,0.837897882039902,1,0.0081478560861738,"positive_expression_enriched"
"Hand1","day_1",11,13,24,0.458333333333333,0.541666666666667,0.0144342587083333,0.007741875,0.480224236937082,0.841819501630809,1,-0.0218909036037492,"negative_expression_enriched"
"MEF2B","day_1",11,13,24,0.458333333333333,0.541666666666667,0.0136327744166667,0.0109234255,0.480224236937082,0.841819501630809,1,-0.0218909036037492,"negative_expression_enriched"
"FLI1::DRGX","day_1",11,14,25,0.44,0.56,0.02833935744,0.023609519,0.480224236937082,0.84188771299708,1,-0.0402242369370822,"negative_expression_enriched"
"ETV6","day_1",201,222,423,0.475177304964539,0.524822695035461,0.0251057988722758,0.020190663,0.480224236937082,0.845810976286879,1,-0.00504693197254319,"negative_expression_enriched"
"DMRTC2","day_1",12,15,27,0.444444444444444,0.555555555555556,0.0189695061481481,0.016404585,0.480224236937082,0.847773085586013,1,-0.0357797924926382,"negative_expression_enriched"
"MLX","day_1",12,15,27,0.444444444444444,0.555555555555556,0.0111666737777778,0.009814644,0.480224236937082,0.847773085586013,1,-0.0357797924926382,"negative_expression_enriched"
"PDX1","day_1",54,61,115,0.469565217391304,0.530434782608696,0.0137624346956522,0.01335907,0.480224236937082,0.852258991302583,1,-0.0106590195457782,"negative_expression_enriched"
"NRL","day_1",14,14,28,0.5,0.5,0.0123980127142857,0.008104424,0.480224236937082,0.852302126883279,1,0.0197757630629178,"positive_expression_enriched"
"PAX4","day_1",14,14,28,0.5,0.5,0.00982955307142857,0.0082287785,0.480224236937082,0.852302126883279,1,0.0197757630629178,"positive_expression_enriched"
"Nr2e3","day_1",58,60,118,0.491525423728814,0.508474576271186,0.0151043965423729,0.011620442,0.480224236937082,0.853961949754758,1,0.0113011867917318,"positive_expression_enriched"
"ETV2::FIGLA","day_1",15,15,30,0.5,0.5,0.0206906570666667,0.016932176,0.480224236937082,0.856812345382981,1,0.0197757630629178,"positive_expression_enriched"
"Foxj3","day_1",15,15,30,0.5,0.5,0.0119996622666667,0.008333233,0.480224236937082,0.856812345382981,1,0.0197757630629178,"positive_expression_enriched"
"Erg","day_1",136,151,287,0.473867595818815,0.526132404181185,0.0255697501917533,0.020927238,0.480224236937082,0.859409211250339,1,-0.00635664111826723,"negative_expression_enriched"
"HOXA3","day_1",60,68,128,0.46875,0.53125,0.0131931820539817,0.0116440185,0.480224236937082,0.85966875885417,1,-0.0114742369370822,"negative_expression_enriched"
"FOXB1","day_1",16,16,32,0.5,0.5,0.01055043646875,0.00881,0.480224236937082,0.860960829861284,1,0.0197757630629178,"positive_expression_enriched"
"Hoxd13","day_1",16,16,32,0.5,0.5,0.010147926125,0.0083488055,0.480224236937082,0.860960829861284,1,0.0197757630629178,"positive_expression_enriched"
"PAX8","day_1",15,18,33,0.454545454545455,0.545454545454545,0.0130931576363636,0.010609791,0.480224236937082,0.862286917520025,1,-0.0256787823916272,"negative_expression_enriched"
"Prdm14","day_1",15,18,33,0.454545454545455,0.545454545454545,0.0148388443333333,0.010786057,0.480224236937082,0.862286917520025,1,-0.0256787823916272,"negative_expression_enriched"
"PITX2","day_1",17,17,34,0.5,0.5,0.00505040355882353,0.001978636,0.480224236937082,0.864793479665981,1,0.0197757630629178,"positive_expression_enriched"
"ETV1","day_1",152,168,320,0.475,0.525,0.0255437409819935,0.0192918245,0.480224236937082,0.866845076493064,1,-0.00522423693708224,"negative_expression_enriched"
"BATF::JUN","day_1",72,75,147,0.489795918367347,0.510204081632653,0.022140924244898,0.017150879,0.480224236937082,0.868957348738609,1,0.00957168143026477,"positive_expression_enriched"
"FOXD2","day_1",17,20,37,0.45945945945946,0.540540540540541,0.0122264131212508,0.010121389,0.480224236937082,0.870043186919481,1,-0.0207647774776222,"negative_expression_enriched"
"TEAD4","day_1",17,20,37,0.45945945945946,0.540540540540541,0.0138829815675676,0.012696028,0.480224236937082,0.870043186919481,1,-0.0207647774776222,"negative_expression_enriched"
"HOXD9","day_1",20,20,40,0.5,0.5,0.0132403047,0.0128568545,0.480224236937082,0.874749208005289,1,0.0197757630629178,"positive_expression_enriched"
"MAF","day_1",20,20,40,0.5,0.5,0.00807512545,0.006904895,0.480224236937082,0.874749208005289,1,0.0197757630629178,"positive_expression_enriched"
"Esrrg","day_1",20,23,43,0.465116279069767,0.534883720930233,0.012888554618342,0.0090216,0.480224236937082,0.879686520439359,1,-0.0151079578673152,"negative_expression_enriched"
"ZNF680","day_1",20,23,43,0.465116279069767,0.534883720930233,0.0174779868837209,0.017120015,0.480224236937082,0.879686520439359,1,-0.0151079578673152,"negative_expression_enriched"
"FLI1","day_1",190,209,399,0.476190476190476,0.523809523809524,0.0239905351309221,0.018297619,0.480224236937082,0.880647697290607,1,-0.00403376074660622,"negative_expression_enriched"
"ERF::FIGLA","day_1",23,23,46,0.5,0.5,0.0180038041304348,0.0150375185,0.480224236937082,0.882928367348817,1,0.0197757630629178,"positive_expression_enriched"
"ETV5::DRGX","day_1",23,23,46,0.5,0.5,0.0242898243478261,0.021420598,0.480224236937082,0.882928367348817,1,0.0197757630629178,"positive_expression_enriched"
"Nfe2l2","day_1",23,26,49,0.469387755102041,0.530612244897959,0.0186309555918367,0.012513594,0.480224236937082,0.887588190477383,1,-0.0108364818350412,"negative_expression_enriched"
"SIX1","day_1",23,27,50,0.46,0.54,0.0184095804387386,0.016474088,0.480224236937082,0.887636665246342,1,-0.0202242369370822,"negative_expression_enriched"
"MEF2C","day_1",25,26,51,0.490196078431373,0.509803921568627,0.0151462524705882,0.012198443,0.480224236937082,0.889681828105345,1,0.00997184149429076,"positive_expression_enriched"
"ZBTB18","day_1",25,26,51,0.490196078431373,0.509803921568627,0.0133399977254902,0.013042797,0.480224236937082,0.889681828105345,1,0.00997184149429076,"positive_expression_enriched"
"OLIG2","day_1",24,28,52,0.461538461538462,0.538461538461538,0.0116894435576923,0.011423826,0.480224236937082,0.889806883369718,1,-0.0186857753986202,"negative_expression_enriched"
"FOXA1","day_1",27,28,55,0.490909090909091,0.509090909090909,0.0133533693454545,0.009923667,0.480224236937082,0.893405810264175,1,0.0106848539720088,"positive_expression_enriched"
"HEY2","day_1",27,28,55,0.490909090909091,0.509090909090909,0.0143187134181818,0.011361546,0.480224236937082,0.893405810264175,1,0.0106848539720088,"positive_expression_enriched"
"MYB","day_1",109,115,224,0.486607142857143,0.513392857142857,0.0164569500848214,0.013288816,0.480224236937082,0.893652967680839,1,0.0063829059200608,"positive_expression_enriched"
"HOXA10","day_1",26,30,56,0.464285714285714,0.535714285714286,0.0139138553135049,0.013884286,0.480224236937082,0.893829986964535,1,-0.0159385226513682,"negative_expression_enriched"
"Ahr::Arnt","day_1",115,122,237,0.485232067510549,0.514767932489452,0.0122975273839096,0.00990839,0.480224236937082,0.896664158345172,1,0.00500783057346676,"positive_expression_enriched"
"ZNF341","day_1",28,32,60,0.466666666666667,0.533333333333333,0.0146758002666667,0.012959599,0.480224236937082,0.897484578013593,1,-0.0135575702704152,"negative_expression_enriched"
"PAX5","day_1",29,33,62,0.467741935483871,0.532258064516129,0.0147224044516129,0.011151433,0.480224236937082,0.89919093307434,1,-0.0124823014532112,"negative_expression_enriched"
"ZBTB14","day_1",31,32,63,0.492063492063492,0.507936507936508,0.0133884137936508,0.013350964,0.480224236937082,0.899967245146923,1,0.0118392551264098,"positive_expression_enriched"
"SRY","day_1",33,34,67,0.492537313432836,0.507462686567164,0.0117714404925373,0.009181568,0.480224236937082,0.902878392017668,1,0.0123130764957538,"positive_expression_enriched"
"FOXK2","day_1",32,36,68,0.470588235294118,0.529411764705882,0.0151769081764706,0.014077323,0.480224236937082,0.903893024070534,1,-0.00963600164296424,"negative_expression_enriched"
"JUN","day_1",35,40,75,0.466666666666667,0.533333333333333,0.0211778393333333,0.017120457,0.480224236937082,0.908102612627255,1,-0.0135575702704152,"negative_expression_enriched"
"ELK4","day_1",188,201,389,0.483290488431877,0.516709511568123,0.0245065057737086,0.019570245,0.480224236937082,0.919217955681942,1,0.00306625149479478,"positive_expression_enriched"
"MYOD1","day_1",50,53,103,0.485436893203884,0.514563106796116,0.0135755423592233,0.013548745,0.480224236937082,0.921807599103861,1,0.00521265626680179,"positive_expression_enriched"
"Gfi1B","day_1",51,57,108,0.472222222222222,0.527777777777778,0.0224535954112323,0.015452695,0.480224236937082,0.923374976751379,1,-0.00800201471486023,"negative_expression_enriched"
"ZBED2","day_1",52,58,110,0.472727272727273,0.527272727272727,0.0233060531605519,0.018547331,0.480224236937082,0.924089967578798,1,-0.00749696420980922,"negative_expression_enriched"
"HOXB5","day_1",58,61,119,0.487394957983193,0.512605042016807,0.0124262609467223,0.013048808,0.480224236937082,0.926973843261274,1,0.00717072104611077,"positive_expression_enriched"
"NR1I3","day_1",58,61,119,0.487394957983193,0.512605042016807,0.0142951191790019,0.011868477,0.480224236937082,0.926973843261274,1,0.00717072104611077,"positive_expression_enriched"
"HINFP","day_1",62,66,128,0.484375,0.515625,0.0217059124257115,0.0162002445,0.480224236937082,0.929778734444455,1,0.00415076306291778,"positive_expression_enriched"
"Ascl2","day_1",64,71,135,0.474074074074074,0.525925925925926,0.0154726406222222,0.014049339,0.480224236937082,0.931438563082382,1,-0.00615016286300824,"negative_expression_enriched"
"SOX10","day_1",67,71,138,0.485507246376812,0.514492753623188,0.0145605253033027,0.011184692,0.480224236937082,0.932210908017473,1,0.00528300943972976,"positive_expression_enriched"
"Nkx3-1","day_1",68,72,140,0.485714285714286,0.514285714285714,0.0242937626022003,0.0169585095,0.480224236937082,0.932676747456769,1,0.00549004877720377,"positive_expression_enriched"
"HOXA2","day_1",71,78,149,0.476510067114094,0.523489932885906,0.0146946265547648,0.01335907,0.480224236937082,0.934882527112394,1,-0.00371416982298822,"negative_expression_enriched"
"HOXB4","day_1",74,82,156,0.474358974358974,0.525641025641026,0.014127084715769,0.013203939,0.480224236937082,0.936179300297698,1,-0.00586526257810821,"negative_expression_enriched"
"ETV5","day_1",83,88,171,0.485380116959064,0.514619883040936,0.0250972860467836,0.019117567,0.480224236937082,0.939032471985526,1,0.00515588002198181,"positive_expression_enriched"
"NFATC4","day_1",83,88,171,0.485380116959064,0.514619883040936,0.0182766739532164,0.015125699,0.480224236937082,0.939032471985526,1,0.00515588002198181,"positive_expression_enriched"
"Zfp335","day_1",85,91,176,0.482954545454545,0.517045454545455,0.0206344123522727,0.0168024475,0.480224236937082,0.940065040248269,1,0.00273030851746281,"positive_expression_enriched"
"ATOH7","day_1",85,94,179,0.474860335195531,0.525139664804469,0.0148983502011173,0.011423826,0.480224236937082,0.940402180973503,1,-0.00536390174155121,"negative_expression_enriched"
"FEV","day_1",94,100,194,0.484536082474227,0.515463917525773,0.0255026273865979,0.020317501,0.480224236937082,0.942756265325866,1,0.00431184553714481,"positive_expression_enriched"
"ZBTB11","day_1",94,100,194,0.484536082474227,0.515463917525773,0.026061099572024,0.01963022,0.480224236937082,0.942756265325866,1,0.00431184553714481,"positive_expression_enriched"
"NKX2-4","day_1",102,109,211,0.483412322274882,0.516587677725118,0.0203516752993857,0.015711904,0.480224236937082,0.945142413338668,1,0.0031880853377998,"positive_expression_enriched"
"GABPA","day_1",110,121,231,0.476190476190476,0.523809523809524,0.0272034708702736,0.022580814,0.480224236937082,0.947522219411487,1,-0.00403376074660622,"negative_expression_enriched"
"TFAP4","day_1",139,152,291,0.47766323024055,0.52233676975945,0.0153388927800687,0.011506653,0.480224236937082,0.953254882755842,1,-0.0025610066965322,"negative_expression_enriched"
"Dmbx1","day_1",7,7,14,0.5,0.5,0.00651881442857143,0.0049337385,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"ELK1::HOXA1","day_1",2,2,4,0.5,0.5,0.02010646475,0.020766267,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"FOXN3","day_1",4,4,8,0.5,0.5,0.01351963725,0.0158976315,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"HOXD12::ELK1","day_1",8,8,16,0.5,0.5,0.0213503275625,0.0228222425,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"HSF4","day_1",6,6,12,0.5,0.5,0.01787597975,0.020274529,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"Hmx2","day_1",2,2,4,0.5,0.5,0.0105188867425588,0.014024226,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"MAX::MYC","day_1",12,12,24,0.5,0.5,0.01097435725,0.009814644,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"Mecom","day_1",1,1,2,0.5,0.5,0.004175186,0.004175186,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"ONECUT3","day_1",1,1,2,0.5,0.5,0.0055541945,0.0055541945,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"PPARA::RXRA","day_1",3,3,6,0.5,0.5,0.011024592,0.008736021,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"Prdm15","day_1",6,6,12,0.5,0.5,0.011746291,0.0073474105,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"Prdm5","day_1",2,2,4,0.5,0.5,0.01586381975,0.016001398,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"RFX4","day_1",4,4,8,0.5,0.5,0.009810186,0.009709986,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"RXRG","day_1",8,8,16,0.5,0.5,0.012063835375,0.0115361045,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"SOX12","day_1",1,1,2,0.5,0.5,0.013943386,0.013943386,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"TP53","day_1",2,2,4,0.5,0.5,0.015704142,0.015704142,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"ZBTB33","day_1",5,5,10,0.5,0.5,0.0145564128,0.0131136895,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"ZFP42","day_1",3,3,6,0.5,0.5,0.0219812423333333,0.0152676885,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"ZIC5","day_1",9,9,18,0.5,0.5,0.0167868773888889,0.012465604,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"ZNF136","day_1",1,1,2,0.5,0.5,0.010797882,0.010797882,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"ZNF343","day_1",5,5,10,0.5,0.5,0.010678448,0.008327901,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"ZNF574","day_1",3,3,6,0.5,0.5,0.00925502083333333,0.0062560115,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"ZNF707","day_1",1,1,2,0.5,0.5,0.0184470495,0.0184470495,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"ZNF75D","day_1",9,9,18,0.5,0.5,0.0102095684444444,0.009071767,0.480224236937082,1,1,0.0197757630629178,"positive_expression_enriched"
"MAF::NFE2","day_1",24,25,49,0.489795918367347,0.510204081632653,0.0182987780408163,0.012513594,0.480224236937082,1,1,0.00957168143026477,"positive_expression_enriched"
"GCM1","day_1",18,19,37,0.486486486486487,0.513513513513513,0.0124655680145198,0.014079762,0.480224236937082,1,1,0.0062622495494048,"positive_expression_enriched"
"ZNF449","day_1",18,19,37,0.486486486486487,0.513513513513513,0.0151966615945946,0.015638733,0.480224236937082,1,1,0.0062622495494048,"positive_expression_enriched"
"Zfp961","day_1",18,19,37,0.486486486486487,0.513513513513513,0.00974180489189189,0.009404182,0.480224236937082,1,1,0.0062622495494048,"positive_expression_enriched"
"TBR1","day_1",17,18,35,0.485714285714286,0.514285714285714,0.0151829405142857,0.010994381,0.480224236937082,1,1,0.00549004877720377,"positive_expression_enriched"
"CDX2","day_1",16,17,33,0.484848484848485,0.515151515151515,0.0159356179393939,0.016435146,0.480224236937082,1,1,0.00462424791140276,"positive_expression_enriched"
"HES2","day_1",32,34,66,0.484848484848485,0.515151515151515,0.0137520719848485,0.0118901995,0.480224236937082,1,1,0.00462424791140276,"positive_expression_enriched"
