"TFName","timepoint","n_positive_expression","n_negative_expression","n_total_positive_contrib","positive_expression_fraction","negative_expression_fraction","mean_contribution","median_contribution","global_positive_fraction","binomial_p_value","binomial_p_adj","difference_from_timepoint_global","expression_bias"
"ZBTB7A","day_0",141,124,265,0.532075471698113,0.467924528301887,0.0186049569584906,0.015101539,0.515210540681373,0.623045478253087,0.966444561915081,0.0168649310167404,"positive_expression_enriched"
"ELK1","day_0",109,95,204,0.534313725490196,0.465686274509804,0.0202447621666667,0.016445213,0.515210540681373,0.624058533397149,0.966444561915081,0.0191031848088233,"positive_expression_enriched"
"HSF2","day_0",3,1,4,0.75,0.25,0.007624366,0.0070117185,0.515210540681373,0.62569376047724,0.966444561915081,0.234789459318627,"positive_expression_enriched"
"NR5A1","day_0",3,1,4,0.75,0.25,0.01156615725,0.0102055275,0.515210540681373,0.62569376047724,0.966444561915081,0.234789459318627,"positive_expression_enriched"
"ZNF135","day_0",3,1,4,0.75,0.25,0.0171082953593968,0.021249362,0.515210540681373,0.62569376047724,0.966444561915081,0.234789459318627,"positive_expression_enriched"
"ZNF528","day_0",3,1,4,0.75,0.25,0.0217872015,0.024305231,0.515210540681373,0.62569376047724,0.966444561915081,0.234789459318627,"positive_expression_enriched"
"KLF11","day_0",110,96,206,0.533980582524272,0.466019417475728,0.0126906983543689,0.011925554,0.515210540681373,0.625772853840015,0.966444561915081,0.0187700418428994,"positive_expression_enriched"
"Tcf21","day_0",18,20,38,0.473684210526316,0.526315789473684,0.0123727371052632,0.012810564,0.515210540681373,0.62990314960863,0.969748415915281,-0.0415263301550566,"negative_expression_enriched"
"Npas2","day_0",38,31,69,0.550724637681159,0.449275362318841,0.0124013563623188,0.011741638,0.515210540681373,0.630336470344932,0.969748415915281,0.0355140969997864,"positive_expression_enriched"
"ZNF257","day_0",110,111,221,0.497737556561086,0.502262443438914,0.0127439844615385,0.011983299,0.515210540681373,0.637723214909681,0.975455117107512,-0.0174729841202866,"negative_expression_enriched"
"CDX2","day_0",19,21,40,0.475,0.525,0.0100054221953091,0.012541782,0.515210540681373,0.638034802655715,0.975455117107512,-0.0402105406813726,"negative_expression_enriched"
"OSR2","day_0",40,33,73,0.547945205479452,0.452054794520548,0.0101096663013699,0.008404732,0.515210540681373,0.639957872456351,0.975455117107512,0.0327346647980794,"positive_expression_enriched"
"Lhx1","day_0",8,10,18,0.444444444444444,0.555555555555556,0.00708212466666667,0.003301859,0.515210540681373,0.640142420601804,0.975455117107512,-0.0707660962369286,"negative_expression_enriched"
"PBX1","day_0",8,10,18,0.444444444444444,0.555555555555556,0.00937339661111111,0.0116506785,0.515210540681373,0.640142420601804,0.975455117107512,-0.0707660962369286,"negative_expression_enriched"
"TCF3","day_0",57,59,116,0.491379310344828,0.508620689655172,0.0126200988253081,0.011923654,0.515210540681373,0.64279232717497,0.97735110294074,-0.0238312303365446,"negative_expression_enriched"
"GSX2","day_0",162,144,306,0.529411764705882,0.470588235294118,0.0119315631001568,0.0106449125,0.515210540681373,0.647413905481986,0.97735110294074,0.0142012240245094,"positive_expression_enriched"
"FOS","day_0",86,87,173,0.497109826589595,0.502890173410405,0.0114878045534059,0.009356976,0.515210540681373,0.648715413725372,0.97735110294074,-0.0181007140917776,"negative_expression_enriched"
"YY2","day_0",42,35,77,0.545454545454545,0.454545454545455,0.011694077,0.009812628,0.515210540681373,0.648928943688492,0.97735110294074,0.0302440047731724,"positive_expression_enriched"
"Yy1","day_0",21,23,44,0.477272727272727,0.522727272727273,0.0110757193307101,0.008440584,0.515210540681373,0.652894697511587,0.97735110294074,-0.0379378134086456,"negative_expression_enriched"
