"TFName","timepoint","expression_direction","n_observations","pearson_r","pearson_p_value","spearman_rho","spearman_p_value","pearson_p_adj","spearman_p_adj","abs_pearson_r","abs_spearman_rho"
"Alx4","day_0","negative_expression",4,0.739639864603752,0.260360135396248,0.316227766016838,0.683772233983162,0.785343228757944,0.88118407830363,0.739639864603752,0.316227766016838
"Hoxa13","day_0","negative_expression",22,-0.167205947530986,0.457029911558076,-0.0922206838459736,0.683144417102081,0.82823592324334,0.88118407830363,0.167205947530986,0.0922206838459736
"IRF9","day_0","negative_expression",4,-0.396611678999965,0.603388321000035,-0.316227766016838,0.683772233983162,0.928586938122815,0.88118407830363,0.396611678999965,0.316227766016838
"TCF3","day_0","negative_expression",59,0.063295966649013,0.633888368071101,0.0540509013214279,0.684311188669172,0.928586938122815,0.88118407830363,0.063295966649013,0.0540509013214279
"ZNF740","day_0","negative_expression",72,0.0283648550888139,0.813029946719145,0.0484239989190387,0.68625892157269,0.977477751476253,0.88216328499742,0.0283648550888139,0.0484239989190387
"ETV5::DRGX","day_0","negative_expression",24,-0.113393852097022,0.597800920564934,0.0865782052244542,0.687493261366335,0.928586938122815,0.88222364973262,0.113393852097022,0.0865782052244542
"HEY1","day_0","negative_expression",24,0.119536636268982,0.577973727648035,0.0856595456429086,0.690648578112857,0.911750487563672,0.88474464403078,0.119536636268982,0.0856595456429086
"FERD3L","day_0","negative_expression",27,-0.0980959888321255,0.626414797941184,-0.0798028502869373,0.692342342340508,0.928586938122815,0.885387883578309,0.0980959888321255,0.0798028502869373
"CDX2","day_0","negative_expression",21,-0.136754153688879,0.554453122130945,-0.0897561023071508,0.698822412109624,0.903743006889247,0.89060900891501,0.136754153688879,0.0897561023071508
"ETV2::DRGX","day_0","negative_expression",25,0.0606137312240541,0.773486631295614,0.0816169408768693,0.698134132535944,0.954032752433149,0.89060900891501,0.0606137312240541,0.0816169408768693
"mix-a","day_0","negative_expression",10,-0.0655021596230792,0.85732721800699,-0.139818275046415,0.700056873276991,0.98605901389968,0.890654549391788,0.0655021596230792,0.139818275046415
"LHX5","day_0","negative_expression",37,0.0027728577964762,0.987004839899014,0.0649258617586733,0.702626849952927,0.999123671814309,0.891655846855184,0.0027728577964762,0.0649258617586733
"Sox11","day_0","negative_expression",40,-0.154924693510594,0.339810716773055,-0.0621450369925441,0.703244046106511,0.795016727283552,0.891655846855184,0.154924693510594,0.0621450369925441
"FOSL2::JUND","day_0","negative_expression",84,0.163917062423606,0.136247468357766,0.0412299081332575,0.709613903585831,0.674879126598799,0.896671990415429,0.163917062423606,0.0412299081332575
"HNF1A","day_0","negative_expression",11,0.690449213950376,0.0186757748410316,0.127393926788716,0.708948139090621,0.342014822013109,0.896671990415429,0.690449213950376,0.127393926788716
"ATF2","day_0","negative_expression",12,0.292515261190977,0.356193956153229,0.117229314585034,0.716727281303276,0.795016727283552,0.897364090247842,0.292515261190977,0.117229314585034
"BCL11A","day_0","negative_expression",30,-0.00926803818606162,0.961232441316285,0.0676984749770608,0.722250877184195,0.999123671814309,0.897364090247842,0.00926803818606162,0.0676984749770608
"BSX","day_0","negative_expression",73,-0.10494619624551,0.376897064310603,0.0418920067239618,0.72491154440117,0.802093355194329,0.897364090247842,0.10494619624551,0.0418920067239618
"CTCF","day_0","negative_expression",33,-0.0714560669790644,0.692723276708258,-0.0652283026959584,0.718365293254564,0.931980060545324,0.897364090247842,0.0714560669790644,0.0652283026959584
"ESR2","day_0","negative_expression",10,-0.195646577166027,0.588032226055709,0.127660164172814,0.725250139656936,0.919806197809245,0.897364090247842,0.195646577166027,0.127660164172814
"FOXC2","day_0","negative_expression",43,0.0616661342261718,0.694444703816132,0.0550833053520996,0.725717192409086,0.931980060545324,0.897364090247842,0.0616661342261718,0.0550833053520996
"IKZF1","day_0","negative_expression",165,0.0479015197173667,0.541213283768504,0.0279454690727789,0.721610900272018,0.893603266311108,0.897364090247842,0.0479015197173667,0.0279454690727789
"IRF4","day_0","negative_expression",7,-0.25807030062598,0.57632857390419,0.163663417676994,0.725862474076653,0.911089639171943,0.897364090247842,0.25807030062598,0.163663417676994
"KLF17","day_0","negative_expression",9,0.187954529858959,0.628195900043812,0.143461192667051,0.712709423497624,0.928586938122815,0.897364090247842,0.187954529858959,0.143461192667051
"PAX8","day_0","negative_expression",14,0.244402417245712,0.399736216220646,0.107692307692308,0.71403080872625,0.808876850477903,0.897364090247842,0.244402417245712,0.107692307692308
"SMAD5","day_0","negative_expression",7,-0.38274487317238,0.396760663971211,-0.169811320754717,0.715857721849928,0.808876850477903,0.897364090247842,0.38274487317238,0.169811320754717
"ZNF766","day_0","negative_expression",45,0.0458081843279805,0.765092415378482,0.0538385507147078,0.725399452964801,0.947663184279536,0.897364090247842,0.0458081843279805,0.0538385507147078
"Zfx","day_0","negative_expression",40,-0.0181048286489836,0.911709116105637,-0.0587213138657887,0.718906671225888,0.990569178312288,0.897364090247842,0.0181048286489836,0.0587213138657887
"ETS1","day_0","negative_expression",178,0.00851167791641954,0.910219302765607,0.0260206495185835,0.730266289219303,0.990569178312288,0.898459445554626,0.00851167791641954,0.0260206495185835
"OVOL2","day_0","negative_expression",20,-0.12000689017248,0.614290969337661,-0.082078313253012,0.730837677971903,0.928586938122815,0.898459445554626,0.12000689017248,0.082078313253012
"SPDEF","day_0","negative_expression",56,-0.0642380714808454,0.638099393275625,-0.0472575571057311,0.729447702450935,0.928586938122815,0.898459445554626,0.0642380714808454,0.0472575571057311
"SPIC","day_0","negative_expression",72,0.0499537420636523,0.676887966599127,-0.0409351552086981,0.732794648729614,0.931980060545324,0.898459445554626,0.0499537420636523,0.0409351552086981
"Zfp809","day_0","negative_expression",15,0.22597410306464,0.418041547096702,0.0964285714285714,0.732452863386731,0.81462235330167,0.898459445554626,0.22597410306464,0.0964285714285714
"DUX4","day_0","negative_expression",31,-0.172426975185894,0.353638825347411,-0.0620014519623443,0.740385904218194,0.795016727283552,0.89886960571042,0.172426975185894,0.0620014519623443
"ELK1","day_0","negative_expression",95,-0.0437283158325205,0.673923050691086,-0.0346174578700435,0.739102291178092,0.931980060545324,0.89886960571042,0.0437283158325205,0.0346174578700435
"NKX2-2","day_0","negative_expression",15,-0.0136950803609318,0.96136478226394,-0.0930234046605699,0.74159766931425,0.999123671814309,0.89886960571042,0.0136950803609318,0.0930234046605699
"RORA","day_0","negative_expression",5,0.307558334451706,0.614668907098674,0.205195670417031,0.740581941591072,0.928586938122815,0.89886960571042,0.307558334451706,0.205195670417031
"TCF7L2","day_0","negative_expression",48,-0.00581966782454069,0.968685231321808,0.0490129555071232,0.740780739204314,0.999123671814309,0.89886960571042,0.00581966782454069,0.0490129555071232
"ZNF549","day_0","negative_expression",63,-0.0571515279347163,0.656387470802382,-0.0428351907702262,0.738878795696644,0.928586938122815,0.89886960571042,0.0571515279347163,0.0428351907702262
"ZNF682","day_0","negative_expression",11,0.0112067469705576,0.973912168431616,0.114156441244306,0.738221409385251,0.999123671814309,0.89886960571042,0.0112067469705576,0.114156441244306
"PLAG1","day_0","negative_expression",13,-0.396792140791816,0.179464246580984,-0.100420851790076,0.744109547386556,0.732647995657535,0.899671259805352,0.396792140791816,0.100420851790076
"Stat2","day_0","negative_expression",73,-0.0364767121705733,0.759315330516568,-0.0387705849292433,0.744680787052882,0.946615884476791,0.899671259805352,0.0364767121705733,0.0387705849292433
"CREB3","day_0","negative_expression",5,-0.273110769083458,0.656637173955394,-0.2,0.747060078104662,0.928586938122815,0.901080581220396,0.273110769083458,0.2
"FOS::JUNB","day_0","negative_expression",70,0.183472674700443,0.12842532206005,0.0381489559385206,0.753867228521101,0.660784390792013,0.902260867521593,0.183472674700443,0.0381489559385206
"JUN::JUNB","day_0","negative_expression",88,0.0975353532053476,0.365975085430802,0.0339356383521209,0.753609783488609,0.797037925646424,0.902260867521593,0.0975353532053476,0.0339356383521209
"PRRX2","day_0","negative_expression",25,-0.140858800954969,0.501839939801776,-0.0666281841671168,0.751670724866419,0.856483181224063,0.902260867521593,0.140858800954969,0.0666281841671168
"RXRG","day_0","negative_expression",7,-0.380611768468124,0.399620182496788,-0.146795168683515,0.753469141222415,0.808876850477903,0.902260867521593,0.380611768468124,0.146795168683515
"TBX4","day_0","negative_expression",67,0.0842288873647003,0.497978234533393,0.0389855388367973,0.754110361683592,0.854498448633513,0.902260867521593,0.0842288873647003,0.0389855388367973
"ELK1::HOXB13","day_0","negative_expression",12,0.0681022091960363,0.833436792392376,-0.0979020979020979,0.762121655996299,0.984408406587033,0.908547675375959,0.0681022091960363,0.0979020979020979
"MEF2A","day_0","negative_expression",13,-0.11104188301559,0.717990433473736,-0.0936642672572645,0.76085929066789,0.932634426697527,0.908547675375959,0.11104188301559,0.0936642672572645
"ZNF175","day_0","negative_expression",119,-0.04222012157687,0.648455345203884,-0.0279278477754679,0.763033310140778,0.928586938122815,0.908547675375959,0.04222012157687,0.0279278477754679
"ZBTB6","day_0","negative_expression",19,0.215664880389354,0.375217550920419,0.0729349736379613,0.766673913587942,0.801111035442159,0.911421948473345,0.215664880389354,0.0729349736379613
"Plagl1","day_0","negative_expression",39,-0.131725418948704,0.424085966802237,-0.0484836611772308,0.769444458310633,0.81462235330167,0.913254365055592,0.131725418948704,0.0484836611772308
"Mafb","day_0","negative_expression",21,0.0931508144359968,0.687973146856923,0.0664280462240856,0.774811221594964,0.931980060545324,0.918157476307908,0.0931508144359968,0.0664280462240856
"TBP","day_0","negative_expression",50,0.244925305861186,0.086473993057077,0.0406808118756835,0.779096056469218,0.588036070276289,0.921764920313104,0.244925305861186,0.0406808118756835
"CREM","day_0","negative_expression",10,-0.0033100266880798,0.992759395950234,-0.1,0.78342440625,0.999123671814309,0.922134446797112,0.0033100266880798,0.1
"Crx","day_0","negative_expression",27,-0.0761304708270457,0.705864885473289,-0.0556234822737429,0.782882275895885,0.931980060545324,0.922134446797112,0.0761304708270457,0.0556234822737429
"ELF2","day_0","negative_expression",188,-0.00824937975936319,0.910540081744064,-0.0204159131828431,0.780942551051602,0.990569178312288,0.922134446797112,0.00824937975936319,0.0204159131828431
"ZNF93","day_0","negative_expression",24,0.0237961105411643,0.91211704484722,-0.0589520156526733,0.784372773049495,0.990569178312288,0.922134446797112,0.0237961105411643,0.0589520156526733
"JUN","day_0","negative_expression",35,-0.0814451089055034,0.641852112368356,-0.0476791478534693,0.785634235505829,0.928586938122815,0.922158352260396,0.0814451089055034,0.0476791478534693
"Alx1","day_0","negative_expression",12,0.00754274385182665,0.981439186810273,0.0857142857142857,0.791115211206048,0.999123671814309,0.923823841043291,0.00754274385182665,0.0857142857142857
"Bhlha15","day_0","negative_expression",100,-0.0193041105467801,0.848814036083833,0.026425157671845,0.794111903855401,0.984562781650651,0.923823841043291,0.0193041105467801,0.026425157671845
"TFEB","day_0","negative_expression",65,0.0173062913977826,0.891164620372971,0.0329356751960593,0.794513370695374,0.990569178312288,0.923823841043291,0.0173062913977826,0.0329356751960593
"VSX2","day_0","negative_expression",24,-0.0375779162580729,0.861608509586351,0.056694481051549,0.792450804166693,0.988029043686242,0.923823841043291,0.0375779162580729,0.056694481051549
"ZIC4","day_0","negative_expression",23,-0.199208115812675,0.362152208939398,-0.0585027915329288,0.790893898943268,0.795016727283552,0.923823841043291,0.199208115812675,0.0585027915329288
"ZNF343","day_0","negative_expression",4,0.0114540129312541,0.988545987068746,0.210818510677892,0.789181489322108,0.999123671814309,0.923823841043291,0.0114540129312541,0.210818510677892
"ZBTB32","day_0","negative_expression",4,-0.53660164114689,0.46339835885311,-0.2,0.8,0.833668233965765,0.927301092043682,0.53660164114689,0.2
"ZNF85","day_0","negative_expression",4,0.49501415967078,0.50498584032922,0.2,0.8,0.856483181224063,0.927301092043682,0.49501415967078,0.2
"MAFG::NFE2L1","day_0","negative_expression",22,-0.0428600599465606,0.849792371601623,-0.0565770885438238,0.80252561744208,0.984562781650651,0.928779647600413,0.0428600599465606,0.0565770885438238
"MIXL1","day_0","negative_expression",91,-0.0534544283447844,0.614799997074318,-0.026181945732527,0.805411759924085,0.928586938122815,0.930670198481485,0.0534544283447844,0.026181945732527
"Atf1","day_0","negative_expression",41,0.0115951114985866,0.942640719266764,0.0385235572402335,0.811003683816461,0.999123671814309,0.935676610365886,0.0115951114985866,0.0385235572402335
"TFAP2C","day_0","negative_expression",285,-0.0488793660284518,0.411052065079868,0.013958170195194,0.814506122814819,0.812265117963675,0.938260541475055,0.0488793660284518,0.013958170195194
"OTX2","day_0","negative_expression",28,-0.00716789579001623,0.971122852615578,-0.0454732266850572,0.818270629765706,0.999123671814309,0.941137891510712,0.00716789579001623,0.0454732266850572
"Hmx3","day_0","negative_expression",8,-0.0598583556992616,0.888033387202215,-0.0958101009530607,0.821452403250453,0.990569178312288,0.941174955378074,0.0598583556992616,0.0958101009530607
"POU3F1","day_0","negative_expression",11,-0.0159169641766738,0.962952924871352,-0.0776255707762557,0.820536207899851,0.999123671814309,0.941174955378074,0.0159169641766738,0.0776255707762557
"YY2","day_0","negative_expression",35,0.0651045517586209,0.710212856177532,0.0394220074540287,0.82210302293455,0.931980060545324,0.941174955378074,0.0651045517586209,0.0394220074540287
"Ahr::Arnt","day_0","negative_expression",100,0.0239820593506258,0.81278130062735,0.0225943943983572,0.823432974882086,0.977477751476253,0.941247231288292,0.0239820593506258,0.0225943943983572
"Arx","day_0","negative_expression",6,0.00754492659132164,0.988682824863951,0.11595420713049,0.826848213385815,0.999123671814309,0.943699266583196,0.00754492659132164,0.11595420713049
"Shox2","day_0","negative_expression",60,-0.102116727687907,0.437520991465941,0.0282540096882377,0.830318167412941,0.820002258735594,0.946206132496649,0.102116727687907,0.0282540096882377
"TFEC","day_0","negative_expression",27,-0.138124542041137,0.492045342877114,0.0409786239307498,0.839181564100432,0.85348457068684,0.954842116579818,0.138124542041137,0.0409786239307498
"GFI1","day_0","negative_expression",19,-0.0997230579580525,0.684604714864109,0.0492092148363343,0.841436493403216,0.931980060545324,0.955822097734817,0.0997230579580525,0.0492092148363343
"ZNF320","day_0","negative_expression",8,-0.000467375100430602,0.999123671814309,0.0843373493975904,0.842615712000411,0.999123671814309,0.955822097734817,0.000467375100430602,0.0843373493975904
"POU3F4","day_0","negative_expression",13,0.00663844076380061,0.982828156759889,-0.0606060606060606,0.844078705877074,0.999123671814309,0.956022070833332,0.00663844076380061,0.0606060606060606
"Six4","day_0","negative_expression",30,0.288850336540224,0.121602370498461,0.0369834040925788,0.846156153204706,0.645361152002545,0.95691631937762,0.288850336540224,0.0369834040925788
"SOX18","day_0","negative_expression",121,0.0682282155607653,0.457126275326239,0.0176539534140508,0.847591242100922,0.82823592324334,0.957082511977181,0.0682282155607653,0.0176539534140508
"DLX1","day_0","negative_expression",152,-0.0530964029384904,0.515904707155882,0.0143802263393712,0.860422085480399,0.863349344542782,0.958150644224408,0.0530964029384904,0.0143802263393712
"ELF1","day_0","negative_expression",122,-0.0435452368679082,0.633898075233292,0.0159411069866922,0.861650338668866,0.928586938122815,0.958150644224408,0.0435452368679082,0.0159411069866922
"ELF3","day_0","negative_expression",161,-0.0302620915751404,0.703145176785286,0.0143144829594107,0.856976386673755,0.931980060545324,0.958150644224408,0.0302620915751404,0.0143144829594107
"EPAS1","day_0","negative_expression",10,0.0120234411576056,0.973702524333149,0.0676951918092548,0.85259351604659,0.999123671814309,0.958150644224408,0.0120234411576056,0.0676951918092548
"FLI1","day_0","negative_expression",190,0.00083700036612322,0.990855547975572,0.0131319361795886,0.857290334934685,0.999123671814309,0.958150644224408,0.00083700036612322,0.0131319361795886
"HOXB2::ELK1","day_0","negative_expression",11,0.146303338897464,0.667745792923168,0.0592256661851667,0.862673046727988,0.931980060545324,0.958150644224408,0.146303338897464,0.0592256661851667
"Hoxd13","day_0","negative_expression",18,-0.0509026065886219,0.841021916244036,-0.0475452259873845,0.851393412333135,0.984408406587033,0.958150644224408,0.0509026065886219,0.0475452259873845
"MYB","day_0","negative_expression",110,-0.00154015320030102,0.987259327115391,0.0168913587930629,0.860964296117099,0.999123671814309,0.958150644224408,0.00154015320030102,0.0168913587930629
"NFATC3","day_0","negative_expression",454,-0.0257365157546549,0.5844104151698,-0.00858774966150149,0.855205678209192,0.918006212412603,0.958150644224408,0.0257365157546549,0.00858774966150149
"NR2F6","day_0","negative_expression",6,0.256326332505291,0.623931229943315,-0.0909090909090909,0.864012021036815,0.928586938122815,0.958150644224408,0.256326332505291,0.0909090909090909
"PBX1","day_0","negative_expression",10,-0.0784278310025088,0.82949048894998,-0.0668696098048071,0.854375060917278,0.984408406587033,0.958150644224408,0.0784278310025088,0.0668696098048071
"Pparg::Rxra","day_0","negative_expression",33,-0.0565609551096693,0.754554169807333,-0.0311166929125097,0.86351549565235,0.945375964442819,0.958150644224408,0.0565609551096693,0.0311166929125097
"BACH1","day_0","negative_expression",54,0.138113381422308,0.319270898112719,0.0236250545609694,0.865348821586612,0.795016727283552,0.958202942531822,0.138113381422308,0.0236250545609694
"PBX2","day_0","negative_expression",10,-0.142405194419224,0.694729356872206,-0.0607905543680065,0.867510997658895,0.931980060545324,0.959167665566308,0.142405194419224,0.0607905543680065
"IRF2","day_0","negative_expression",11,0.374122338327526,0.257005702625184,0.055045871559633,0.872293699851415,0.785343228757944,0.961496718705197,0.374122338327526,0.055045871559633
"SNAI3","day_0","negative_expression",57,0.0512180253464102,0.70515633939491,0.0216061933634539,0.873253045201314,0.931980060545324,0.961496718705197,0.0512180253464102,0.0216061933634539
"ZSCAN21","day_0","negative_expression",23,-0.0780026788611956,0.723514360484911,-0.0351485191584797,0.873499710802164,0.934906382330937,0.961496718705197,0.0780026788611956,0.0351485191584797
"IRF7","day_0","negative_expression",21,0.0476191598865849,0.837594089601366,-0.0364583333333333,0.875328231615775,0.984408406587033,0.962084136228581,0.0476191598865849,0.0364583333333333
"Gli2","day_0","negative_expression",9,-0.0369647291660228,0.924781764910823,0.0585779186129006,0.881006750146876,0.999123671814309,0.966895148240959,0.0369647291660228,0.0585779186129006
"HOXB7","day_0","negative_expression",48,-0.0620150703983375,0.675412787310302,-0.021773362370529,0.883217870117465,0.931980060545324,0.967892149700997,0.0620150703983375,0.021773362370529
"ETV6","day_0","negative_expression",207,-0.0136036755535443,0.845747901390503,0.0100499351067394,0.885720447146862,0.984408406587033,0.968761667547478,0.0136036755535443,0.0100499351067394
"IRF6","day_0","negative_expression",13,0.0849851452688839,0.782515764655224,-0.043956043956044,0.886619022789078,0.957840548828387,0.968761667547478,0.0849851452688839,0.043956043956044
"Zic1::Zic2","day_0","negative_expression",98,-0.0674759022072444,0.509151291302683,0.0140948825577856,0.890438977837334,0.856483181224063,0.971506843660997,0.0674759022072444,0.0140948825577856
"POU6F2","day_0","negative_expression",21,0.00595770757010137,0.97955248204016,0.0312093628088427,0.893170197015701,0.999123671814309,0.971633171863347,0.00595770757010137,0.0312093628088427
"SNAI2","day_0","negative_expression",51,0.0597369998356081,0.677114675407369,0.0193510387693993,0.892785335938338,0.931980060545324,0.971633171863347,0.0597369998356081,0.0193510387693993
"SOX9","day_0","negative_expression",28,-0.0760375741016623,0.700558676395578,-0.0260167057074126,0.895448720536942,0.931980060545324,0.971768806863784,0.0760375741016623,0.0260167057074126
"TP73","day_0","negative_expression",7,-0.207969210946564,0.654525831691772,-0.0614295116833951,0.895910676583704,0.928586938122815,0.971768806863784,0.207969210946564,0.0614295116833951
"PITX1","day_0","negative_expression",32,-0.0364524541418187,0.842992078744753,-0.0233070386247627,0.899244369255005,0.984408406587033,0.972545220315093,0.0364524541418187,0.0233070386247627
"RAX","day_0","negative_expression",71,-0.110371401678625,0.359508517237267,-0.015386165245643,0.898661473563393,0.795016727283552,0.972545220315093,0.110371401678625,0.015386165245643
"EGR2","day_0","negative_expression",25,-0.0248330833998131,0.906205196348527,0.022797610440542,0.913864011108573,0.990569178312288,0.972780745349097,0.0248330833998131,0.022797610440542
"ESX1","day_0","negative_expression",72,-0.102531992309775,0.39141825668268,-0.0132548349912698,0.912006964263492,0.807843790875643,0.972780745349097,0.102531992309775,0.0132548349912698
"ETV4","day_0","negative_expression",173,-0.0219612440547297,0.774268842149648,-0.00853123853620459,0.911299581912765,0.954032752433149,0.972780745349097,0.0219612440547297,0.00853123853620459
"Erg","day_0","negative_expression",139,-0.036260090563217,0.671726886113283,-0.0103390410181166,0.903851053994957,0.931980060545324,0.972780745349097,0.036260090563217,0.0103390410181166
"HINFP","day_0","negative_expression",62,-0.163055820020589,0.205417060415651,-0.0141604517421251,0.913015452618331,0.763342301424404,0.972780745349097,0.163055820020589,0.0141604517421251
"HSF4","day_0","negative_expression",6,0.0116996113344131,0.982451383725076,-0.0579771035652448,0.913131785162327,0.999123671814309,0.972780745349097,0.0116996113344131,0.0579771035652448
"MZF1","day_0","negative_expression",43,-0.126332071460448,0.419524972697782,0.0179805841066906,0.908887925003928,0.81462235330167,0.972780745349097,0.126332071460448,0.0179805841066906
"Nr5A2","day_0","negative_expression",8,0.117874058278783,0.781024828289672,-0.0476190476190476,0.910849168519584,0.957593147556479,0.972780745349097,0.117874058278783,0.0476190476190476
"OSR1","day_0","negative_expression",44,-0.0569589664909383,0.713436625487183,0.0172061219354437,0.911731386070031,0.931980060545324,0.972780745349097,0.0569589664909383,0.0172061219354437
"POU5F1","day_0","negative_expression",15,0.0105451218963335,0.970246972033945,-0.0339892665474061,0.904282682299668,0.999123671814309,0.972780745349097,0.0105451218963335,0.0339892665474061
"SREBF2","day_0","negative_expression",38,-0.0548511049362293,0.743610264708442,0.0206548031371215,0.902040222196297,0.943895318841809,0.972780745349097,0.0548511049362293,0.0206548031371215
"VSX1","day_0","negative_expression",28,-0.10387645643359,0.598868122530751,-0.0202962524368369,0.918350696492988,0.928586938122815,0.976158179534035,0.10387645643359,0.0202962524368369
"NFIC","day_0","negative_expression",24,0.0375529415740202,0.861699623564851,0.0214959550204558,0.920584353990444,0.988029043686242,0.976597060008347,0.0375529415740202,0.0214959550204558
"Prdm4","day_0","negative_expression",13,0.0789469358119752,0.797669081790171,-0.0304290309725092,0.921392380976919,0.966552622348294,0.976597060008347,0.0789469358119752,0.0304290309725092
"FOXE1","day_0","negative_expression",21,0.13918973560835,0.547353150126899,-0.022128242763036,0.924151021275618,0.899742014478509,0.978125653572342,0.13918973560835,0.022128242763036
"ETV1","day_0","negative_expression",152,-0.0124588487049177,0.878918048647239,0.00715644820941525,0.930271386340885,0.990569178312288,0.980710332884914,0.0124588487049177,0.00715644820941525
"Hmx1","day_0","negative_expression",9,-0.0278459028014815,0.943309434803317,-0.0334730963502289,0.93187280621366,0.999123671814309,0.980710332884914,0.0278459028014815,0.0334730963502289
"Stat5a::Stat5b","day_0","negative_expression",81,0.125426385124102,0.264548489382207,-0.00980563886282859,0.93076598024815,0.788844055274002,0.980710332884914,0.125426385124102,0.00980563886282859
"ZNF189","day_0","negative_expression",30,-0.146516865202821,0.439765306312154,-0.0166907756680323,0.930241886870843,0.820002258735594,0.980710332884914,0.146516865202821,0.0166907756680323
"NR1I2","day_0","negative_expression",5,0.383618683341918,0.523820997447502,-0.0512989176042577,0.934712848108234,0.872643500232049,0.980920404158782,0.383618683341918,0.0512989176042577
"PRDM9","day_0","negative_expression",40,-0.0439070295836408,0.787916980092757,0.0135262118595757,0.933980138272164,0.959215178560463,0.980920404158782,0.0439070295836408,0.0135262118595757
"ZNF454","day_0","negative_expression",11,0.00754682918897636,0.982430568405255,0.0273972602739726,0.936269266825387,0.999123671814309,0.98116793406384,0.00754682918897636,0.0273972602739726
"HOXC10","day_0","negative_expression",24,0.323447953963158,0.123132414018819,0.0165397174754628,0.938856526145195,0.648846692311931,0.982493519613915,0.323447953963158,0.0165397174754628
"NFYA","day_0","negative_expression",23,0.00273877047876695,0.990104749168437,0.016352832609997,0.940965375583927,0.999123671814309,0.983315434681937,0.00273877047876695,0.016352832609997
"CREB3L4","day_0","negative_expression",44,-0.105323361134763,0.496238673669872,-0.0106559482832046,0.945267750473607,0.85348457068684,0.98341261820497,0.105323361134763,0.0106559482832046
"ETV7","day_0","negative_expression",229,-0.00725058223236623,0.913105544739963,0.00447062874834358,0.946356402587918,0.990569178312288,0.98341261820497,0.00725058223236623,0.00447062874834358
"HES5","day_0","negative_expression",37,0.0761959744229921,0.65398954984427,0.0114421943874037,0.946411811788075,0.928586938122815,0.98341261820497,0.0761959744229921,0.0114421943874037
"NFATC4","day_0","negative_expression",73,-0.0435832839198473,0.714273547118077,-0.00856422007756436,0.94267267234653,0.931980060545324,0.98341261820497,0.0435832839198473,0.00856422007756436
"NOTO","day_0","negative_expression",78,-0.0586882504210338,0.609776486828512,-0.00755242140565308,0.947676224272891,0.928586938122815,0.98341261820497,0.0586882504210338,0.00755242140565308
"ATF4","day_0","negative_expression",12,0.152820218459876,0.63538624714454,-0.0175439676455626,0.95684310554429,0.928586938122815,0.986693678020313,0.152820218459876,0.0175439676455626
"ELF4","day_0","negative_expression",40,-0.105784348178381,0.515918047075363,-0.00910712645270119,0.955522509913798,0.863349344542782,0.986693678020313,0.105784348178381,0.00910712645270119
"HOXD10","day_0","negative_expression",6,-0.0741333364316472,0.889003704552589,0.0285714285714286,0.957154518950437,0.990569178312288,0.986693678020313,0.0741333364316472,0.0285714285714286
"RXRB","day_0","negative_expression",8,0.0787694004845338,0.852917154533017,-0.0242428694782754,0.954562426512759,0.984562781650651,0.986693678020313,0.0787694004845338,0.0242428694782754
"SNAI1","day_0","negative_expression",112,0.00769793896549847,0.935796190444996,0.00489603417182827,0.959139237534321,0.999123671814309,0.986693678020313,0.00769793896549847,0.00489603417182827
"ZBTB11","day_0","negative_expression",93,-0.0313894056870346,0.765178092344038,0.00548464487675294,0.958387632466358,0.947663184279536,0.986693678020313,0.0313894056870346,0.00548464487675294
"ZNF708","day_0","negative_expression",19,-0.209973191623269,0.388250675042086,-0.0123022894597758,0.960133955866334,0.805782825576172,0.986693678020313,0.209973191623269,0.0123022894597758
"ZNF768","day_0","negative_expression",39,0.23334132771048,0.152824200067958,0.00769854196096931,0.962900743154265,0.695479140312793,0.988170237795054,0.23334132771048,0.00769854196096931
"ZBTB7A","day_0","negative_expression",124,-0.0637096559761636,0.482074256107352,-0.00368280650120277,0.967618933745943,0.848770550444936,0.991642576238946,0.0637096559761636,0.00368280650120277
"DMRT3","day_0","negative_expression",22,-0.188029989442398,0.402047199156554,0.00677774666959574,0.976118911580294,0.808876850477903,0.993938564838309,0.188029989442398,0.00677774666959574
"ETV2::FOXI1","day_0","negative_expression",138,0.013401601534419,0.876026581903416,-0.0024227837652885,0.977500704909252,0.990569178312288,0.993938564838309,0.013401601534419,0.0024227837652885
"GABPA","day_0","negative_expression",113,-0.0469427845508322,0.621494989068462,-0.00263696408519325,0.97788572126084,0.928586938122815,0.993938564838309,0.0469427845508322,0.00263696408519325
"GRHL2","day_0","negative_expression",24,-0.0187291535340078,0.93078049986991,-0.00740740811059454,0.972596579318617,0.999123671814309,0.993938564838309,0.0187291535340078,0.00740740811059454
"SRY","day_0","negative_expression",47,0.0220480518914884,0.883051981243846,0.00468465344002806,0.975068814146784,0.990569178312288,0.993938564838309,0.0220480518914884,0.00468465344002806
"STAT1::STAT2","day_0","negative_expression",82,-0.0477868946327813,0.669867967391657,0.00324473823806616,0.976919343966974,0.931980060545324,0.993938564838309,0.0477868946327813,0.00324473823806616
"Npas4","day_0","negative_expression",18,-0.150100710932497,0.552184914173009,0.0062015512157458,0.980515917412276,0.903685883767722,0.995250446225849,0.150100710932497,0.0062015512157458
"VENTX","day_0","negative_expression",28,0.0617388350426959,0.754968722989873,-0.00410846343467543,0.983446037812968,0.945375964442819,0.996862764113281,0.0617388350426959,0.00410846343467543
