"TF1","TF2","timepoint","n_TF1_only","n_TF2_only","n_Both_TFs","median_TF1_only","median_TF2_only","median_Both_TFs","mean_TF1_only","mean_TF2_only","mean_Both_TFs","p_Both_vs_TF1","p_Both_vs_TF2","p_TF1_vs_TF2","p_adj_Both_vs_TF1","p_adj_Both_vs_TF2","p_adj_TF1_vs_TF2","diff_Both_minus_TF1","diff_Both_minus_TF2","diff_TF1_minus_TF2"
"ETV7","NR2C1","day_0",57,57,167,0.478591841172715,0.426984332465775,-0.196946362050344,0.161494842122329,0.0976485564081817,-0.00892432127207611,0.318997802898298,0.840544129491791,0.525608485855955,0.682622308300193,0.976948220681249,0.858604342054056,-0.675538203223059,-0.623930694516119,0.05160750870694
"ETV7","NR2C1","day_1",57,57,167,0.347472786676375,-0.0355233913788692,-0.122015184277371,0.181085255341773,-0.0821210267338488,-0.0971501130627251,0.0109416487252375,0.857235585909862,0.0413319977703876,0.0852804974172923,0.936311301367143,0.202832952021347,-0.469487970953746,-0.0864917928985018,0.382996178055244
"ETV7","NR2C1","day_7",57,57,167,-0.692972646045647,-0.0713619415347066,0.057919315238836,-0.342580097464103,-0.0155275296743324,0.106074434334802,0.000184088448424058,0.244189612528755,0.053999511533113,0.0451572910016317,0.486543212933234,0.332787687355231,0.750891961284483,0.129281256773543,-0.62161070451094
"ETV7","Nr1h3","day_0",63,40,161,0.580226960346078,-0.26572799006426,-0.386977334723459,0.297219675049455,-0.0556233472403708,-0.0683850632272027,0.0119642164986742,0.923781481081018,0.0413359026062772,0.494779253904692,0.992345496805413,0.401070582093612,-0.967204295069537,-0.1212493446592,0.845954950410338
"ETV7","Nr1h3","day_1",63,40,161,-0.0118667561199567,-0.127637113819404,-0.00699441965479565,-0.0279928431837321,-0.154813190670292,-0.0257059640150242,0.985364018831026,0.309657884894311,0.388276137138322,0.989257143372048,0.672617536860594,0.587961007666602,0.00487233646516105,0.120642694164608,0.115770357699447
"ETV7","Nr1h3","day_7",63,40,161,-0.582691156935743,0.498783743333976,-0.00347637101929912,-0.269226831865724,0.210436537910665,0.0940910272422274,0.00207289367279611,0.421780072985638,0.00594784190693546,0.0915528038818283,0.659458493100287,0.112584150381278,0.579214785916444,-0.502260114353276,-1.08147490026972
"ETV7","RBPJ","day_0",61,35,163,0.478591841172715,-0.254256436858034,-0.0927594817085114,0.176384284214001,-0.061929375729319,-0.0186785091320127,0.1639458082777,0.609750473353267,0.150238002539379,0.613443046905848,0.882971996932326,0.566001901182493,-0.571351322881226,0.161496955149523,0.732848278030749
"ETV7","RBPJ","day_1",61,35,163,-0.131213383690474,0.0528305781296549,0.038351531979176,-0.0523603040171307,-0.0353337086989469,-0.0166149127726935,0.795331838931293,0.930050819497027,0.897036323802582,0.977912073589821,0.974163901844712,0.917817088060557,0.16956491566965,-0.0144790461504789,-0.184043961820129
"ETV7","RBPJ","day_7",61,35,163,-0.315646276739196,0.436506091152442,-0.0421270321403796,-0.124023980196872,0.0972630844282641,0.0352934219047068,0.21021952634601,0.701248965209311,0.322381389234223,0.50643794983357,0.84086414380302,0.646389505548756,0.273519244598816,-0.478633123292822,-0.752152367891638
"ETV7","SP5","day_0",57,33,167,-0.511799040249289,0.426984332465775,0.154625821881937,-0.1559070915551,0.0444102391623634,0.099410470462136,0.156926712828133,0.393955407980938,0.663279060107874,0.613443046905848,0.853139144662917,0.914210738083924,0.666424862131226,-0.272358510583838,-0.938783372715064
"ETV7","SP5","day_1",57,33,167,0.37554649358958,0.22107394119341,-0.0863875499224827,0.207553062249009,0.117666777379515,-0.106184035180763,0.00499591287376682,0.0760546787713205,0.421513815136329,0.0487269279702044,0.458056588054544,0.627534612422063,-0.461934043512063,-0.307461491115893,0.15447255239617
"ETV7","SP5","day_7",57,33,167,-0.0589957605180556,-0.507928951720523,-0.100348167881234,-0.0516459706939096,-0.162077016541879,0.006773564718628,0.745723740522569,0.141224952037365,0.3747954337596,0.875188640675972,0.34510207863285,0.665099293419778,-0.0413524073631784,0.407580783839289,0.448933191202467
"ETV7","VAX2","day_0",66,40,158,-0.113223931532197,0.152003983731012,0.134962238339593,-0.033566393010343,0.0651888648000869,0.0628495334634092,0.355576104273899,0.789322186876658,0.702989882930783,0.682622308300193,0.949941570667046,0.914210738083924,0.24818616987179,-0.0170417453914195,-0.265227915263209
"ETV7","VAX2","day_1",66,40,158,0.0437582487552326,-0.22414504274043,-0.0433327596555746,-0.00538334796378091,-0.19955012556451,-0.0351070149454714,0.771353999571406,0.217195313163384,0.148829420240556,0.977912073589821,0.56432697865304,0.375617108226166,-0.0870910084108071,0.180812283084855,0.267903291495663
"ETV7","VAX2","day_7",66,40,158,-0.0350661465786248,0.358197053803082,-0.163103985306037,0.038949740974125,0.134361260764423,-0.0277425185179381,0.594320180052842,0.280331582269328,0.564061298625985,0.811358256943093,0.536636181817601,0.811796790538763,-0.128037838727412,-0.521301039109119,-0.393263200381706
"ETV7","ZNF354C","day_0",62,47,162,0.446049243491361,0.5265860724573,-0.216001592192399,0.155815576921681,0.204010237996435,-0.0120106260531372,0.284455234815476,0.315362115747316,0.978034190543951,0.66123365987808,0.853139144662917,0.995975281910234,-0.66205083568376,-0.742587664649699,-0.0805368289659395
"ETV7","ZNF354C","day_1",62,47,162,0.209351601710362,0.105466310015994,-0.0625829648253808,0.103724206139831,-0.00577881496085481,-0.0761303093065648,0.108500233162977,0.504725366032217,0.396760440337544,0.410750882688414,0.785004115919162,0.597394981190052,-0.271934566535743,-0.168049274841375,0.103885291694368
"ETV7","ZNF354C","day_7",62,47,162,-0.377436831750178,-0.494109917054948,0.0177528839540459,-0.259539783061511,-0.19823142303558,0.088140935359702,0.00339000596973738,0.0217704980780474,0.895340927353544,0.091929702533834,0.115383639813651,0.952872874492727,0.395189715704224,0.511862801008994,0.11667308530477
"Elf5","BARHL2","day_0",61,50,142,0.130355158096814,0.240991453757795,-0.219569806782014,0.0777637524215914,0.0937250480132384,-0.0498514043940327,0.527423853024691,0.393245817081555,0.969268929327331,0.785209668828893,0.853139144662917,0.995975281910234,-0.349924964878829,-0.46056126053981,-0.110636295660981
"Elf5","BARHL2","day_1",61,50,142,0.0670555235158973,-0.139620875499951,0.00706678723016278,-0.0297191374802438,-0.093257926305187,0.00410848305803419,0.811536256760156,0.435529553831719,0.571377272947078,0.977912073589821,0.749450206268866,0.742228017269784,-0.0599887362857345,0.146687662730114,0.206676399015848
"Elf5","BARHL2","day_7",61,50,142,-0.197607702840313,-0.191814972948766,0.0177528839540459,-0.0480446149413482,-0.000467121708051506,0.0457429213359989,0.447472747889141,0.750393755119829,0.769228413476434,0.750508089814066,0.876119992064099,0.894219638253963,0.215360586794359,0.209567856902812,-0.005792729891547
"Elf5","DMRTA2","day_0",50,45,153,0.178424378826853,0.671369781807672,-0.235056822334454,0.022131201420387,0.412918508798272,-0.0224958862565681,0.801849996256391,0.0055037089102553,0.0232313172488984,0.885376037533099,0.486160953739218,0.393540266038566,-0.413481201161307,-0.906426604142126,-0.492945402980819
"Elf5","DMRTA2","day_1",50,45,153,0.298517822366135,-0.285457144147337,-0.0564876440030817,0.112921409385814,-0.232562646149146,-0.044938125891142,0.189182867708937,0.13737233581457,0.0206496078442189,0.611383657839856,0.543338343147178,0.14400384417679,-0.355005466369217,0.228969500144255,0.583974966513473
"Elf5","DMRTA2","day_7",50,45,153,-0.210401867637042,-0.453973777932459,-0.011136532639194,-0.135052610806201,-0.180355862649126,0.0674340121477102,0.0813667665052431,0.0724323982300958,0.890326675163242,0.371761950411887,0.209639862198547,0.952872874492727,0.199265334997848,0.442837245293265,0.243571910295417
"Elf5","HOXA4","day_0",68,62,135,-0.279236161999516,0.4970172451202,-0.0901879775105876,-0.116269384958357,0.27715866605483,0.0412667233402422,0.142396707965051,0.145828822705779,0.00935882814019854,0.613443046905848,0.853139144662917,0.310011182144077,0.189048184488928,-0.587205222630787,-0.776253407119715
"Elf5","HOXA4","day_1",68,62,135,0.281393898842488,-0.2107381481156,-0.31690557331113,0.238597146303106,-0.161350315288379,-0.129289398079002,0.000771243943122264,0.77031634289527,0.00161406959989558,0.0177097635501789,0.903247039235604,0.0475253826635922,-0.598299472153619,-0.106167425195531,0.492132046958088
"Elf5","HOXA4","day_7",68,62,135,-0.247131490392318,-0.297677361917723,0.0318157572014502,-0.122327761344748,-0.11580835076645,0.0880226747387591,0.0419567279932772,0.0682919924625315,0.770799210765928,0.30050088968158,0.203341325871583,0.894219638253963,0.278947247593768,0.329493119119173,0.050545871525405
"Elf5","NFIX","day_0",59,59,144,-0.0927594817085114,0.426984332465775,-0.167942436511126,-0.0463561202384052,0.156231847157845,0.00277569838771064,0.342834719498705,0.361905029661785,0.153781648623168,0.682622308300193,0.853139144662917,0.566001901182493,-0.0751829548026146,-0.594926768976901,-0.519743814174286
"Elf5","NFIX","day_1",59,59,144,0.37554649358958,0.0528305781296549,-0.136139866433109,0.196592475452223,-0.0258576553310831,-0.089086241970383,0.0152090451693533,0.585071342062093,0.102926934660874,0.100759924246965,0.813110852784925,0.307491994202799,-0.51168636002269,-0.188970444562764,0.322715915459925
"Elf5","NFIX","day_7",59,59,144,-0.184782893624831,-0.330997686956392,-0.00730645182924656,-0.150236355213819,-0.130374191826761,0.0863105435826729,0.0331693713855901,0.0742080476273048,0.871724836513363,0.266360103550951,0.209639862198547,0.946750334737874,0.177476441795584,0.323691235127145,0.146214793331561
"Elf5","Nr1h3","day_0",53,51,150,0.615551181260006,0.311748042497322,-0.430694720142469,0.299145206455883,0.097158380376527,-0.121266709789316,0.0133620385295212,0.204325414886518,0.241827956995668,0.494779253904692,0.853139144662917,0.681376985178233,-1.04624590140247,-0.742442762639791,0.303803138762684
"Elf5","Nr1h3","day_1",53,51,150,-0.0118667561199567,-0.467460173096535,0.0265332379752001,-0.0429639574310587,-0.223114015392602,0.00698417967861399,0.63696599664371,0.0345423716583986,0.255154689283953,0.975465397018905,0.286054015296114,0.497176416619466,0.0383999940951568,0.493993411071735,0.455593416976578
"Elf5","Nr1h3","day_7",53,51,150,-0.538149638489389,0.203823534674759,0.0177528839540459,-0.256181249024825,0.125955635016076,0.114282530110702,0.00346904537863525,0.888086083085887,0.0189068528055189,0.091929702533834,0.945151855493012,0.181714980243345,0.555902522443435,-0.186070650720713,-0.741973173164148
"Elf5","RBPJ","day_0",53,48,150,-0.0967774283185979,-0.137971864192836,-0.134304472858852,0.0574876806938022,0.0035423429992259,-0.0358810506867139,0.570612188163746,0.858738119435537,0.710920816030691,0.823259967434901,0.979010568347694,0.914210738083924,-0.0375270445402546,0.00366739133398306,0.0411944358742377
"Elf5","RBPJ","day_1",53,48,150,-0.0118667561199567,0.050997771830472,0.0249424610909625,0.00758550326238922,-0.0481961691969071,-0.0108766297664043,0.80976222494733,0.746937231259434,0.685755756642444,0.977912073589821,0.891614262539414,0.804745462101204,0.0368092172109192,-0.0260553107395095,-0.0628645279504288
"Elf5","RBPJ","day_7",53,48,150,-0.252110246630569,0.00535230684330135,0.000106819843671195,-0.0650731839561933,0.0446538261976795,0.0467576804531189,0.40137696185465,0.980374848125784,0.584083981213054,0.709099299276549,0.980374848125784,0.826640428529917,0.25221706647424,-0.00524548699963016,-0.25746255347387
"Elf5","SP5","day_0",55,52,148,-0.525156252660948,0.477312401346206,0.110323344058389,-0.204086918682619,0.176492624196659,0.0600639864953275,0.144003745145283,0.632888057270836,0.0848127901759275,0.613443046905848,0.893309678683396,0.489082126668077,0.635479596719337,-0.366989057287817,-1.00246865400715
"Elf5","SP5","day_1",55,52,148,0.460649663772245,0.116934033183968,-0.0775329177850813,0.242078823571651,0.0133474589775252,-0.0982689060033433,0.00283339049617872,0.323465322580243,0.0814878175338324,0.0312853533953067,0.689053203552805,0.276849636493149,-0.538182581557326,-0.19446695096905,0.343715630588276
"Elf5","SP5","day_7",55,52,148,-0.0421270321403796,-0.453363881831357,-0.0343262883496804,-0.037991904889033,-0.189840083174183,0.0382049195080163,0.612345854296674,0.0487758639993803,0.252726576953292,0.811358256943093,0.165712871279946,0.646389505548756,0.00780074379069915,0.419037593481676,0.411236849690977
"Elf5","VAX2","day_0",63,58,140,-0.0967774283185979,0.46634348991317,-0.167942436511126,-0.0250491361784396,0.229224065969242,-0.00540867819281341,0.716722903622965,0.134274918265846,0.127816056552683,0.854595308552525,0.853139144662917,0.566001901182493,-0.0711650081925281,-0.634285926424296,-0.563120918231768
"Elf5","VAX2","day_1",63,58,140,0.0938987063850482,-0.253833077513472,-0.021022315714012,0.0255044636079402,-0.184356368700183,-0.0202588857096732,0.676623820811711,0.148267643871102,0.0973846928289314,0.977912073589821,0.545707300358917,0.304838447844875,-0.11492102209906,0.232810761799459,0.34773178389852
"Elf5","VAX2","day_7",63,58,140,-0.100348167881234,-0.215677435181701,0.000106819843671195,-0.000455327429499688,-0.0448676972690582,0.0256675639024863,0.807194601383908,0.581059789584288,0.801324489349251,0.902559364416606,0.762281407127902,0.907482861869878,0.100454987724905,0.215784255025372,0.115329267300467
"FLI1","BARHL2","day_0",62,52,140,0.4970172451202,0.298609598742022,-0.219569806782014,0.190052115479509,0.100015709755781,-0.0542390280756523,0.121422838181227,0.269930415611156,0.765185610810969,0.613443046905848,0.853139144662917,0.938769383633828,-0.716587051902214,-0.518179405524036,0.198407646378178
"FLI1","BARHL2","day_1",62,52,140,-0.0117428030820585,-0.221341855434934,0.0265332379752001,-0.0920807922380719,-0.142775070022123,0.0238915137152279,0.316922603538725,0.183131932128396,0.642889704045143,0.801193227701869,0.56432697865304,0.787328971135327,0.0382760410572586,0.247875093410134,0.209599052352875
"FLI1","BARHL2","day_7",62,52,140,-0.224858974735441,-0.102965807630289,0.0177528839540459,-0.0979713232414377,0.042759360266342,0.0303475143604248,0.303240996517569,0.905783207419057,0.343518280410081,0.62445099390738,0.957408188964391,0.646389505548756,0.242611858689487,0.120718691584335,-0.121893167105152
"FLI1","DMRTA2","day_0",47,43,155,0.366509562855586,0.573295310109246,-0.0901879775105876,0.0429279498990117,0.301565318948433,0.0140138940895788,0.726057390785262,0.0408179122614715,0.0598224414752979,0.854595308552525,0.698923447261944,0.452941342598684,-0.456697540366174,-0.663483287619834,-0.20678574725366
"FLI1","DMRTA2","day_1",47,43,155,0.272771769986094,-0.371274753859865,-0.0686782856476798,0.119053084726672,-0.218166515285446,-0.0513528527792397,0.16449695382946,0.214139004633481,0.0252525037378315,0.566125880062428,0.56432697865304,0.159331273583937,-0.341450055633774,0.302596468212185,0.644046523845959
"FLI1","DMRTA2","day_7",47,43,155,-0.171550851187345,-0.356074851558166,-0.0575160440601669,-0.161981034625684,-0.0833988036629884,0.0373389586896613,0.0807801742946174,0.379776572613016,0.533954006496746,0.371761950411887,0.613663364283227,0.791478192571068,0.114034807127178,0.298558807497999,0.184524000370821
"FLI1","HOXA4","day_0",67,62,135,-0.376492457425806,0.270778853247708,0.169398918731598,-0.150133459659787,0.13719574064497,0.105545992787733,0.0381456896649607,0.658018373018237,0.0448787549415385,0.494779253904692,0.914571902708025,0.401070582093612,0.545891376157404,-0.10137993451611,-0.647271310673514
"FLI1","HOXA4","day_1",67,62,135,0.285596775472458,-0.226608414798567,-0.303619196396823,0.2561364148644,-0.127942762806473,-0.144632125885507,0.00023438892366567,0.824315366412666,0.0028676662931853,0.0140210021347179,0.917090383947759,0.0651085032000947,-0.589215971869281,-0.0770107815982555,0.512205190271026
"FLI1","HOXA4","day_7",67,62,135,-0.206577747112799,-0.266599687070865,-0.011136532639194,-0.106002955204612,-0.00925297783849631,0.039086133097773,0.133448787922227,0.571100484573781,0.361689309890902,0.426071431317955,0.75670814206026,0.652024946401966,0.195441214473605,0.255463154431671,0.060021939958066
"FLI1","Nr1h3","day_0",59,58,143,0.565911063791545,-0.26572799006426,-0.386977334723459,0.258251514557328,-0.0377216713698337,-0.0772522526555533,0.0392089220075416,0.802407188359226,0.110815082423951,0.494779253904692,0.953059233652999,0.541084068208696,-0.952888398515004,-0.1212493446592,0.831639053855804
"FLI1","Nr1h3","day_1",59,58,143,0.00260018425757647,-0.139620875499951,0.0147149439712242,-0.0291084954125443,-0.166972273516244,-0.00452304873628287,0.783097593979471,0.146533168517291,0.325124731963301,0.977912073589821,0.545707300358917,0.531839839322683,0.0121147597136477,0.154335819471175,0.142221059757527
"FLI1","Nr1h3","day_7",59,58,143,-0.544907595558373,0.486971847866499,-0.00347637101929912,-0.229143019144785,0.204693944886078,0.0817753013918368,0.0110507903293737,0.357936016829177,0.00512128971400072,0.139450449394478,0.596560028048629,0.10780935507659,0.541431224539074,-0.490448218885798,-1.03187944342487
"FLI1","RBPJ","day_0",55,51,147,0.366509562855586,-0.235056822334454,-0.0901879775105876,0.163775128619741,-0.00773059400189651,-0.032774590781956,0.138399367540625,0.687150483422182,0.393313952252381,0.613443046905848,0.91967110154989,0.79644162121134,-0.456697540366174,0.144868844823866,0.60156638519004
"FLI1","RBPJ","day_1",55,51,147,-0.131213383690474,-0.0301778753080674,0.065034983271521,-0.0293859522924572,-0.0626851130170345,-0.00508823008532934,0.877509957201084,0.670535037394715,0.839650736652125,0.989257143372048,0.847594304396333,0.885027030978065,0.196248366961995,0.0952128585795884,-0.101035508382407
"FLI1","RBPJ","day_7",55,51,147,-0.315646276739196,-0.077765900342205,0.00369001070664151,-0.134389176327286,0.0704157070189293,0.0378628208672861,0.241670751235199,0.697613042770612,0.249810341936968,0.561778500678314,0.840306619700964,0.646389505548756,0.319336287445837,0.0814559110488465,-0.237880376396991
"FLI1","SP5","day_0",52,50,150,-0.518477646455119,0.444033869161965,0.149044534936839,-0.167763364910791,0.103072485100707,0.0860897480299959,0.134596876926339,0.978616754023242,0.226944974810334,0.613443046905848,0.996717217756628,0.675735037356613,0.667522181391957,-0.294989334225126,-0.962511515617083
"FLI1","SP5","day_1",52,50,150,0.50100561721483,0.116934033183968,-0.0625829648253808,0.248299004375443,0.0285203040897615,-0.10183830284101,0.00258608334492738,0.218123415734839,0.0989287038289029,0.0312853533953067,0.56432697865304,0.304838447844875,-0.563588582040211,-0.179516998009349,0.384071584030861
"FLI1","SP5","day_7",52,50,150,-0.0505613963292176,-0.286284560889578,-0.0692601916071698,-0.0805356394646527,-0.131592789190468,0.0157485548110151,0.547496763844279,0.208780473493593,0.627453211113465,0.784252121182346,0.442614603806416,0.848342351760552,-0.0186987952779522,0.217024369282408,0.23572316456036
"FLI1","VAX2","day_0",58,54,144,-0.113223931532197,0.152003983731012,0.134962238339593,-0.0406244188549402,0.110959210305506,0.0454582189078111,0.503437271084205,0.506586320095469,0.272370602359248,0.775086796856802,0.859774538113653,0.699711946845797,0.24818616987179,-0.0170417453914195,-0.265227915263209
"FLI1","VAX2","day_1",58,54,144,0.0581102445235933,-0.347263644939656,-0.00943058788737617,0.0272765931301632,-0.177456921921978,-0.027404441667903,0.625419605492086,0.210663018088879,0.13226655230952,0.974918796796487,0.56432697865304,0.356083191847157,-0.0675408324109694,0.33783305705228,0.405373889463249
"FLI1","VAX2","day_7",58,54,144,-0.0796719641996448,-0.0947512162739335,-0.0498215381002732,0.0133478257247782,0.066497711616472,-0.0180537772399082,0.772846412010983,0.480229361221834,0.668662532291756,0.884581512258924,0.691634677846663,0.871135617975349,0.0298504260993716,0.0449296781736603,0.0150792520742887
"Foxn1","HIC2","day_0",47,37,222,0.413506645810006,0.5265860724573,-0.0947684550135546,0.136880454705662,0.165037022175539,0.0106811605160095,0.735782588641202,0.503083706091581,0.793865825787463,0.854595308552525,0.859774538113653,0.943383156204832,-0.508275100823561,-0.621354527470855,-0.113079426647294
"Foxn1","HIC2","day_1",47,37,222,0.197701233647517,-0.157226566722531,-0.0419864403487137,-0.00448387403852083,-0.0989038715216348,-0.0563271412804168,0.686589627474096,0.848667104723168,0.522354852362053,0.977912073589821,0.933181671168628,0.717222983813182,-0.239687673996231,0.115240126373817,0.354927800370048
"Foxn1","HIC2","day_7",47,37,222,-0.184782893624831,-0.201413201609389,-0.0498215381002732,-0.13239658066714,-0.0661331506539028,0.0456459807644073,0.10322221981331,0.398078873297502,0.678532658731353,0.391044959717856,0.63933879650811,0.871135617975349,0.134961355524558,0.151591663509116,0.016630307984558
"HIC2","BARHL2","day_0",113,46,146,0.515442649067684,0.423739622740156,-0.3355000837711,0.162788748373025,0.163584654082871,-0.0679283637746768,0.0654235598142018,0.18716816712389,0.886729413044679,0.559265914540757,0.853139144662917,0.983468914540918,-0.850942732838784,-0.759239706511255,0.0917030263275285
"HIC2","BARHL2","day_1",113,46,146,-0.208176521695832,-0.301181358729234,-0.00463328593119012,-0.142693265476798,-0.0878209154205139,-0.000272120627909968,0.13593264961964,0.44958529682785,0.736744535842401,0.488467310109299,0.75021028707103,0.852564637546884,0.203543235764642,0.296548072798043,0.0930048370334015
"HIC2","BARHL2","day_7",113,46,146,-0.100537070455243,-0.147135067397296,0.000106819843671195,-0.0200954828962268,-0.0757637386623561,0.0682004844025866,0.38948858757006,0.286215666774334,0.702647128489531,0.697436022236427,0.541765369251418,0.871135617975349,0.100643890298914,0.147241887240968,0.0465979969420535
"HIC2","EHF","day_0",91,32,168,0.426984332465775,0.446049243491361,-0.16330839839807,0.122277207265513,0.147540283969768,-0.015771657179242,0.346774312416236,0.768053950716871,0.757765280934998,0.682622308300193,0.949941570667046,0.938769383633828,-0.590292730863845,-0.609357641889431,-0.0190649110255856
"HIC2","EHF","day_1",91,32,168,-0.164772789606027,0.556378088264794,-0.014178971314639,-0.113860926824958,0.202980357156343,-0.0345400254135823,0.427675470227635,0.0914336346946139,0.0262610368590465,0.90030572029132,0.507384355877788,0.160971757869253,0.150593818291388,-0.570557059579433,-0.72115087787082
"HIC2","EHF","day_7",91,32,168,-0.0575160440601669,-0.665750103799313,-0.0505613963292176,-0.00841628044055445,-0.350520641126109,0.0503116825928242,0.521994253105733,0.0052019446988036,0.0233019138831695,0.772374784609176,0.0689257672591477,0.199193779969029,0.0069546477309493,0.615188707470095,0.608234059739146
"HIC2","ELF2","day_0",82,35,177,0.341535441987235,0.413506645810006,-0.0967774283185979,0.101737744757483,0.126681621081478,0.000763233813194326,0.512247846587936,0.954308412142967,0.754650746968672,0.780147582447143,0.995636729204277,0.938769383633828,-0.438312870305833,-0.510284074128604,-0.071971203822771
"HIC2","ELF2","day_1",82,35,177,-0.139620875499951,0.43256956698553,-0.024744451234132,-0.0962772437587617,0.160396685558753,-0.046719404645958,0.604435994036269,0.124053804470234,0.0736527635899786,0.964561496339002,0.538246148583592,0.269676544256372,0.114876424265819,-0.457314018219662,-0.572190442485481
"HIC2","ELF2","day_7",82,35,177,-0.0752870512586088,-0.364266763958703,-0.0421270321403796,-0.00546050099872088,-0.287078306640229,0.0459561708327634,0.56522658643509,0.0121067878852157,0.051237490965249,0.793489788216833,0.0883671387253897,0.3232841691855,0.0331600191182292,0.322139731818323,0.288979712700094
"HIC2","ELF3","day_0",97,32,162,0.500529664038787,0.485454972560763,-0.249774428696636,0.147070776067335,0.213619499849953,-0.0357301100214965,0.228610563184662,0.453630297981088,0.94999523450423,0.643028398009989,0.859774538113653,0.995975281910234,-0.750304092735423,-0.735229401257399,0.015074691478024
"HIC2","ELF3","day_1",97,32,162,-0.164772789606027,0.556378088264794,-0.014178971314639,-0.12258153780938,0.192225455267417,-0.0263806138459457,0.295433645528164,0.124801062666406,0.0270146172100041,0.796590569489853,0.538246148583592,0.160971757869253,0.150593818291388,-0.570557059579433,-0.72115087787082
"HIC2","ELF3","day_7",97,32,162,-0.077765900342205,-0.722104163264016,-0.0266317823897868,-0.0244892382579547,-0.405844955117368,0.0621107238674421,0.351620198353187,0.0014634492237452,0.0138103973590919,0.667277366821819,0.0429951237249346,0.159119795659102,0.0511341179524182,0.695472380874229,0.644338262921811
"HIC2","ELK4","day_0",84,35,175,0.240991453757795,0.413506645810006,-0.0901879775105876,0.0749431041642134,0.132824719932449,0.0124706668871719,0.67517212920341,0.915065962086218,0.955815712844654,0.854595308552525,0.992345496805413,0.995975281910234,-0.331179431268383,-0.503694623320594,-0.172515192052211
"HIC2","ELK4","day_1",84,35,175,-0.127637113819404,0.384096442445487,-0.024744451234132,-0.0939941206676185,0.155059172364444,-0.0472489284255604,0.650745492481295,0.127612706422144,0.0747961793103913,0.975465397018905,0.538246148583592,0.269676544256372,0.102892662585272,-0.408840893679619,-0.511733556264891
"HIC2","ELK4","day_7",84,35,175,-0.0752870512586088,-0.638527561552978,-0.0421270321403796,0.0190510165034055,-0.287883892296891,0.0347782615383883,0.84476851962292,0.0179014974373315,0.0426970775427353,0.928425264907698,0.10312819175854,0.31389858356029,0.0331600191182292,0.596400529412598,0.563240510294369
"HIC2","ERF::FOXI1","day_0",77,34,182,0.500529664038787,0.390008104332796,-0.16330839839807,0.164158892504158,0.111347052945279,-0.0228716882844568,0.187966172427881,0.856477972489387,0.463868950133154,0.643028398009989,0.979010568347694,0.807395915605831,-0.663838062436857,-0.553316502730866,0.110521559705991
"HIC2","ERF::FOXI1","day_1",77,34,182,-0.394812743708353,0.404058030287555,0.00706678723016278,-0.207281261658769,0.160467478991462,-0.00111764540015298,0.0395073899792522,0.224291535375868,0.0141526665693216,0.228728171561696,0.56432697865304,0.117130674676341,0.401879530938516,-0.396991243057392,-0.798870773995908
"HIC2","ERF::FOXI1","day_7",77,34,182,0.0473816793604778,-0.463106397612407,-0.0683808304301303,0.0431223691546113,-0.27181453193674,0.0239893336846096,0.9025051509182,0.0278984309333542,0.0484309556019544,0.934233847630167,0.127466968919636,0.320855080862948,-0.115762509790608,0.394725567182277,0.510488076972885
"HIC2","ETS1","day_0",90,31,169,0.157244555321208,0.413506645810006,-0.0737599696237127,0.0475381004964203,0.117466829184843,0.0248470911856283,0.942369902183124,0.8712780572857,0.870295520974666,0.971281479595263,0.979010568347694,0.983459388416425,-0.231004524944921,-0.487266615433719,-0.256262090488798
"HIC2","ETS1","day_1",90,31,169,-0.0419864403487137,0.53828738423478,-0.0686782856476798,-0.0600354140611132,0.155419272196676,-0.0636738541127387,0.906398380530277,0.133044885773399,0.126283336851049,0.989257143372048,0.543338343147178,0.346666499329878,-0.0266918452989661,-0.60696566988246,-0.580273824583494
"HIC2","ETS1","day_7",90,31,169,-0.0854119793996279,-0.287685233671836,-0.011136532639194,0.012497313564693,-0.272886101381517,0.0388267629271103,0.709960264028927,0.0254346318504544,0.0669902006697928,0.863523031714781,0.12206599570466,0.39449784838878,0.0742754467604339,0.276548701032642,0.202273254272208
"HIC2","ETV6","day_0",73,32,186,0.371322841477148,0.485454972560763,-0.0947684550135546,0.0963590357964638,0.195103340473092,0.00776009592423201,0.714386787475799,0.712389163464058,0.826426905335585,0.854595308552525,0.923867510054666,0.971619901408095,-0.466091296490703,-0.580223427574318,-0.114132131083615
"HIC2","ETV6","day_1",73,32,186,-0.0980476609162768,0.45691693891218,-0.0433327596555746,-0.103934641986889,0.15027820268624,-0.0461120416425278,0.611499329794235,0.158727900194091,0.0666022528849512,0.964561496339002,0.56432697865304,0.259552897272236,0.0547149012607022,-0.500249698567755,-0.554964599828457
"HIC2","ETV6","day_7",73,32,186,-0.0436691593060968,-0.665750103799313,-0.0582559022891112,0.00757560619042538,-0.34538154315933,0.0383519457182955,0.646841079919616,0.00676942586215522,0.0340255178350183,0.84025924597401,0.0717559141388453,0.273235218978177,-0.0145867429830144,0.607494201510201,0.622080944493216
"HIC2","ETV7","day_0",70,35,189,0.341535441987235,0.413506645810006,-0.0927594817085114,0.0773086900592675,0.132824719932449,0.0162221119095253,0.970946216846509,0.972818606492595,0.932285389824364,0.982445597218573,0.996717217756628,0.995975281910234,-0.434294923695746,-0.506266127518517,-0.071971203822771
